time,lon,lat,PMSL
01/07/1979 (21:00),-115.01,42.0879,103131
01/07/1979 (21:00),-114.622,42.1181,103262
01/07/1979 (21:00),-114.234,42.1468,103300
01/07/1979 (21:00),-113.846,42.174,103401
01/07/1979 (21:00),-113.457,42.1997,103470
01/07/1979 (21:00),-113.067,42.2239,103495
01/07/1979 (21:00),-112.678,42.2466,103548
01/07/1979 (21:00),-127.556,40.5573,101106
01/07/1979 (21:00),-127.191,40.6349,101152
01/07/1979 (21:00),-126.824,40.7111,101204
01/07/1979 (21:00),-126.456,40.7859,101261
01/07/1979 (21:00),-126.088,40.8594,101323
01/07/1979 (21:00),-125.718,40.9316,101383
01/07/1979 (21:00),-125.348,41.0023,101439
01/07/1979 (21:00),-124.977,41.0717,101492
01/07/1979 (21:00),-124.604,41.1397,101544
01/07/1979 (21:00),-124.231,41.2063,101593
01/07/1979 (21:00),-123.857,41.2716,101632
01/07/1979 (21:00),-123.482,41.3354,101633
01/07/1979 (21:00),-123.107,41.3978,101638
01/07/1979 (21:00),-122.73,41.4588,101697
01/07/1979 (21:00),-122.353,41.5184,101729
01/07/1979 (21:00),-121.975,41.5766,101749
01/07/1979 (21:00),-121.596,41.6334,101868
01/07/1979 (21:00),-121.216,41.6887,101936
01/07/1979 (21:00),-120.835,41.7426,101979
01/07/1979 (21:00),-120.454,41.795,102054
01/07/1979 (21:00),-120.072,41.846,102146
01/07/1979 (21:00),-119.69,41.8956,102260
01/07/1979 (21:00),-119.307,41.9437,102360
01/07/1979 (21:00),-118.923,41.9903,102468
01/07/1979 (21:00),-118.538,42.0355,102578
01/07/1979 (21:00),-118.153,42.0792,102656
01/07/1979 (21:00),-117.767,42.1214,102693
01/07/1979 (21:00),-117.381,42.1622,102723
01/07/1979 (21:00),-116.994,42.2015,102769
01/07/1979 (21:00),-116.607,42.2393,102844
01/07/1979 (21:00),-116.219,42.2756,103015
01/07/1979 (21:00),-115.83,42.3105,103234
01/07/1979 (21:00),-115.441,42.3438,103454
01/07/1979 (21:00),-115.052,42.3757,103537
01/07/1979 (21:00),-114.662,42.406,103603
01/07/1979 (21:00),-114.272,42.4349,103632
01/07/1979 (21:00),-113.881,42.4622,103653
01/07/1979 (21:00),-113.49,42.4881,103691
01/07/1979 (21:00),-113.099,42.5124,103704
01/07/1979 (21:00),-112.707,42.5352,103631
01/07/1979 (21:00),-127.66,40.8348,101085
01/07/1979 (21:00),-127.292,40.9128,101131
01/07/1979 (21:00),-126.924,40.9894,101183
01/07/1979 (21:00),-126.555,41.0647,101241
01/07/1979 (21:00),-126.185,41.1386,101302
01/07/1979 (21:00),-125.813,41.2111,101363
01/07/1979 (21:00),-125.441,41.2823,101425
01/07/1979 (21:00),-125.068,41.3521,101483
01/07/1979 (21:00),-124.694,41.4205,101539
01/07/1979 (21:00),-124.319,41.4875,101589
01/07/1979 (21:00),-123.943,41.5531,101605
01/07/1979 (21:00),-123.567,41.6172,101619
01/07/1979 (21:00),-123.189,41.68,101626
01/07/1979 (21:00),-122.811,41.7414,101638
01/07/1979 (21:00),-122.432,41.8013,101670
01/07/1979 (21:00),-122.052,41.8598,101733
01/07/1979 (21:00),-121.671,41.9169,101812
01/07/1979 (21:00),-121.289,41.9726,101891
01/07/1979 (21:00),-120.907,42.0268,101950
01/07/1979 (21:00),-120.524,42.0795,102011
01/07/1979 (21:00),-120.14,42.1308,102136
01/07/1979 (21:00),-119.756,42.1806,102295
01/07/1979 (21:00),-119.371,42.229,102447
01/07/1979 (21:00),-118.985,42.2759,102521
01/07/1979 (21:00),-118.598,42.3214,102591
01/07/1979 (21:00),-118.211,42.3653,102704
01/07/1979 (21:00),-117.824,42.4078,102887
01/07/1979 (21:00),-117.435,42.4488,102930
01/07/1979 (21:00),-117.046,42.4884,102875
01/07/1979 (21:00),-116.657,42.5264,102969
01/07/1979 (21:00),-116.267,42.5629,103234
01/07/1979 (21:00),-115.877,42.598,103670
01/07/1979 (21:00),-115.486,42.6315,103789
01/07/1979 (21:00),-115.094,42.6635,103842
01/07/1979 (21:00),-114.703,42.6941,103831
01/07/1979 (21:00),-114.31,42.7231,103800
01/07/1979 (21:00),-113.918,42.7506,103809
01/07/1979 (21:00),-113.525,42.7766,103831
01/07/1979 (21:00),-113.131,42.8011,103818
01/07/1979 (21:00),-112.738,42.8241,103812
01/07/1979 (21:00),-127.764,41.1123,101065
01/07/1979 (21:00),-127.395,41.1907,101112
01/07/1979 (21:00),-127.025,41.2678,101165
01/07/1979 (21:00),-126.654,41.3435,101223
01/07/1979 (21:00),-126.282,41.4178,101284
01/07/1979 (21:00),-125.909,41.4908,101347
01/07/1979 (21:00),-125.536,41.5624,101412
01/07/1979 (21:00),-125.161,41.6325,101474
01/07/1979 (21:00),-124.785,41.7013,101533
01/07/1979 (21:00),-124.408,41.7687,101575
01/07/1979 (21:00),-124.031,41.8347,101583
01/07/1979 (21:00),-123.652,41.8992,101576
01/07/1979 (21:00),-123.273,41.9624,101592
01/07/1979 (21:00),-122.893,42.0241,101604
01/07/1979 (21:00),-122.512,42.0844,101637
01/07/1979 (21:00),-122.13,42.1432,101703
01/07/1979 (21:00),-121.747,42.2006,101785
01/07/1979 (21:00),-121.364,42.2566,101863
01/07/1979 (21:00),-120.979,42.3111,101898
01/07/1979 (21:00),-120.594,42.3641,101973
01/07/1979 (21:00),-120.209,42.4157,102143
01/07/1979 (21:00),-119.822,42.4659,102387
01/07/1979 (21:00),-119.435,42.5145,102540
01/07/1979 (21:00),-119.048,42.5617,102597
01/07/1979 (21:00),-118.659,42.6074,102567
01/07/1979 (21:00),-118.27,42.6516,102809
01/07/1979 (21:00),-117.88,42.6944,103087
01/07/1979 (21:00),-117.49,42.7356,103150
01/07/1979 (21:00),-117.099,42.7754,103074
01/07/1979 (21:00),-116.708,42.8136,103143
01/07/1979 (21:00),-116.316,42.8504,103585
01/07/1979 (21:00),-115.924,42.8856,103802
01/07/1979 (21:00),-115.531,42.9194,103901
01/07/1979 (21:00),-115.137,42.9516,103883
01/07/1979 (21:00),-114.743,42.9823,103852
01/07/1979 (21:00),-114.349,43.0115,103817
01/07/1979 (21:00),-113.954,43.0392,103827
01/07/1979 (21:00),-113.559,43.0653,103835
01/07/1979 (21:00),-113.164,43.09,103866
01/07/1979 (21:00),-112.768,43.113,103909
01/07/1979 (21:00),-127.87,41.3899,101048
01/07/1979 (21:00),-127.499,41.4688,101096
01/07/1979 (21:00),-127.127,41.5463,101149
01/07/1979 (21:00),-126.755,41.6224,101206
01/07/1979 (21:00),-126.381,41.6972,101272
01/07/1979 (21:00),-126.006,41.7705,101335
01/07/1979 (21:00),-125.631,41.8425,101400
01/07/1979 (21:00),-125.254,41.9131,101464
01/07/1979 (21:00),-124.877,41.9823,101523
01/07/1979 (21:00),-124.498,42.05,101574
01/07/1979 (21:00),-124.119,42.1164,101585
01/07/1979 (21:00),-123.738,42.1813,101591
01/07/1979 (21:00),-123.357,42.2448,101584
01/07/1979 (21:00),-122.975,42.3069,101600
01/07/1979 (21:00),-122.592,42.3675,101636
01/07/1979 (21:00),-122.209,42.4267,101695
01/07/1979 (21:00),-121.824,42.4844,101792
01/07/1979 (21:00),-121.439,42.5407,101862
01/07/1979 (21:00),-121.053,42.5956,101890
01/07/1979 (21:00),-120.666,42.6489,101939
01/07/1979 (21:00),-120.278,42.7008,102273
01/07/1979 (21:00),-119.89,42.7512,102515
01/07/1979 (21:00),-119.501,42.8002,102669
01/07/1979 (21:00),-119.111,42.8476,102743
01/07/1979 (21:00),-118.721,42.8936,102828
01/07/1979 (21:00),-118.33,42.9381,102957
01/07/1979 (21:00),-117.938,42.9811,103201
01/07/1979 (21:00),-117.546,43.0225,103291
01/07/1979 (21:00),-117.153,43.0625,103243
01/07/1979 (21:00),-116.759,43.101,103399
01/07/1979 (21:00),-116.365,43.138,103681
01/07/1979 (21:00),-115.971,43.1734,103783
01/07/1979 (21:00),-115.576,43.2074,103715
01/07/1979 (21:00),-115.18,43.2398,103614
01/07/1979 (21:00),-114.785,43.2707,103556
01/07/1979 (21:00),-114.388,43.3,103637
01/07/1979 (21:00),-113.991,43.3279,103631
01/07/1979 (21:00),-113.594,43.3542,103728
01/07/1979 (21:00),-113.197,43.379,103845
01/07/1979 (21:00),-112.799,43.4022,103978
01/07/1979 (21:00),-127.976,41.6676,101036
01/07/1979 (21:00),-127.604,41.7469,101084
01/07/1979 (21:00),-127.231,41.8249,101134
01/07/1979 (21:00),-126.856,41.9014,101196
01/07/1979 (21:00),-126.481,41.9766,101262
01/07/1979 (21:00),-126.104,42.0504,101328
01/07/1979 (21:00),-125.727,42.1228,101392
01/07/1979 (21:00),-125.348,42.1938,101453
01/07/1979 (21:00),-124.969,42.2633,101510
01/07/1979 (21:00),-124.589,42.3315,101547
01/07/1979 (21:00),-124.208,42.3982,101582
01/07/1979 (21:00),-123.825,42.4635,101599
01/07/1979 (21:00),-123.442,42.5274,101596
01/07/1979 (21:00),-123.059,42.5898,101605
01/07/1979 (21:00),-122.674,42.6508,101637
01/07/1979 (21:00),-122.288,42.7103,101685
01/07/1979 (21:00),-121.902,42.7684,101782
01/07/1979 (21:00),-121.514,42.825,101883
01/07/1979 (21:00),-121.126,42.8801,101937
01/07/1979 (21:00),-120.738,42.9338,102162
01/07/1979 (21:00),-120.348,42.986,102437
01/07/1979 (21:00),-119.958,43.0367,102676
01/07/1979 (21:00),-119.567,43.0859,102838
01/07/1979 (21:00),-119.175,43.1337,102979
01/07/1979 (21:00),-118.783,43.1799,103122
01/07/1979 (21:00),-118.39,43.2246,103249
01/07/1979 (21:00),-117.996,43.2679,103344
01/07/1979 (21:00),-117.602,43.3096,103417
01/07/1979 (21:00),-117.207,43.3498,103486
01/07/1979 (21:00),-116.811,43.3885,103575
01/07/1979 (21:00),-116.415,43.4257,103692
01/07/1979 (21:00),-116.019,43.4614,103665
01/07/1979 (21:00),-115.622,43.4955,103440
01/07/1979 (21:00),-115.224,43.5281,103208
01/07/1979 (21:00),-114.826,43.5592,103090
01/07/1979 (21:00),-114.428,43.5887,103105
01/07/1979 (21:00),-114.029,43.6167,103174
01/07/1979 (21:00),-113.63,43.6432,103311
01/07/1979 (21:00),-113.23,43.6681,103745
01/07/1979 (21:00),-112.83,43.6915,103962
01/07/1979 (21:00),-128.084,41.9454,101029
01/07/1979 (21:00),-127.71,42.0251,101076
01/07/1979 (21:00),-127.335,42.1035,101130
01/07/1979 (21:00),-126.959,42.1805,101189
01/07/1979 (21:00),-126.581,42.2561,101256
01/07/1979 (21:00),-126.203,42.3303,101323
01/07/1979 (21:00),-125.824,42.4031,101389
01/07/1979 (21:00),-125.444,42.4745,101449
01/07/1979 (21:00),-125.063,42.5445,101500
01/07/1979 (21:00),-124.681,42.613,101542
01/07/1979 (21:00),-124.297,42.6801,101579
01/07/1979 (21:00),-123.913,42.7458,101588
01/07/1979 (21:00),-123.529,42.81,101594
01/07/1979 (21:00),-123.143,42.8728,101600
01/07/1979 (21:00),-122.756,42.9341,101627
01/07/1979 (21:00),-122.369,42.994,101664
01/07/1979 (21:00),-121.98,43.0524,101754
01/07/1979 (21:00),-121.591,43.1094,101904
01/07/1979 (21:00),-121.201,43.1648,102102
01/07/1979 (21:00),-120.81,43.2188,102344
01/07/1979 (21:00),-120.419,43.2713,102620
01/07/1979 (21:00),-120.026,43.3223,102839
01/07/1979 (21:00),-119.633,43.3718,102976
01/07/1979 (21:00),-119.24,43.4198,103116
01/07/1979 (21:00),-118.845,43.4663,103228
01/07/1979 (21:00),-118.45,43.5113,103365
01/07/1979 (21:00),-118.055,43.5548,103495
01/07/1979 (21:00),-117.658,43.5968,103586
01/07/1979 (21:00),-117.261,43.6372,103693
01/07/1979 (21:00),-116.864,43.6762,103785
01/07/1979 (21:00),-116.466,43.7136,103742
01/07/1979 (21:00),-116.067,43.7494,103527
01/07/1979 (21:00),-115.668,43.7838,103233
01/07/1979 (21:00),-115.268,43.8166,102975
01/07/1979 (21:00),-114.868,43.8478,102749
01/07/1979 (21:00),-114.468,43.8775,102745
01/07/1979 (21:00),-114.067,43.9057,102741
01/07/1979 (21:00),-113.665,43.9323,102993
01/07/1979 (21:00),-113.263,43.9574,103384
01/07/1979 (21:00),-112.861,43.9809,103802
01/07/1979 (21:00),-128.193,42.2232,101029
01/07/1979 (21:00),-127.817,42.3034,101075
01/07/1979 (21:00),-127.44,42.3822,101130
01/07/1979 (21:00),-127.062,42.4597,101191
01/07/1979 (21:00),-126.683,42.5357,101258
01/07/1979 (21:00),-126.303,42.6103,101325
01/07/1979 (21:00),-125.922,42.6835,101391
01/07/1979 (21:00),-125.54,42.7553,101451
01/07/1979 (21:00),-125.157,42.8257,101504
01/07/1979 (21:00),-124.773,42.8946,101551
01/07/1979 (21:00),-124.388,42.9621,101584
01/07/1979 (21:00),-124.002,43.0282,101597
01/07/1979 (21:00),-123.616,43.0928,101603
01/07/1979 (21:00),-123.228,43.1559,101611
01/07/1979 (21:00),-122.839,43.2176,101621
01/07/1979 (21:00),-122.45,43.2778,101665
01/07/1979 (21:00),-122.06,43.3366,101787
01/07/1979 (21:00),-121.668,43.3938,102008
01/07/1979 (21:00),-121.276,43.4496,102206
01/07/1979 (21:00),-120.884,43.5039,102386
01/07/1979 (21:00),-120.49,43.5567,102646
01/07/1979 (21:00),-120.096,43.608,102863
01/07/1979 (21:00),-119.701,43.6578,102982
01/07/1979 (21:00),-119.305,43.7061,102964
01/07/1979 (21:00),-118.909,43.7529,103050
01/07/1979 (21:00),-118.512,43.7981,103280
01/07/1979 (21:00),-118.114,43.8419,103522
01/07/1979 (21:00),-117.715,43.8841,103707
01/07/1979 (21:00),-117.316,43.9248,103819
01/07/1979 (21:00),-116.917,43.964,103831
01/07/1979 (21:00),-116.517,44.0016,103708
01/07/1979 (21:00),-116.116,44.0377,103455
01/07/1979 (21:00),-115.715,44.0722,103161
01/07/1979 (21:00),-115.313,44.1052,102845
01/07/1979 (21:00),-114.911,44.1366,102661
01/07/1979 (21:00),-114.508,44.1665,102695
01/07/1979 (21:00),-114.105,44.1948,102784
01/07/1979 (21:00),-113.701,44.2216,102860
01/07/1979 (21:00),-113.297,44.2468,103144
01/07/1979 (21:00),-112.893,44.2705,103408
01/07/1979 (21:00),-128.302,42.5011,101036
01/07/1979 (21:00),-127.925,42.5817,101082
01/07/1979 (21:00),-127.546,42.661,101136
01/07/1979 (21:00),-127.167,42.7389,101200
01/07/1979 (21:00),-126.786,42.8153,101267
01/07/1979 (21:00),-126.404,42.8904,101335
01/07/1979 (21:00),-126.021,42.964,101400
01/07/1979 (21:00),-125.637,43.0362,101460
01/07/1979 (21:00),-125.253,43.107,101514
01/07/1979 (21:00),-124.867,43.1763,101563
01/07/1979 (21:00),-124.48,43.2442,101599
01/07/1979 (21:00),-124.092,43.3106,101615
01/07/1979 (21:00),-123.704,43.3756,101618
01/07/1979 (21:00),-123.314,43.4391,101626
01/07/1979 (21:00),-122.923,43.5011,101629
01/07/1979 (21:00),-122.532,43.5617,101677
01/07/1979 (21:00),-122.14,43.6208,101826
01/07/1979 (21:00),-121.747,43.6784,102073
01/07/1979 (21:00),-121.353,43.7345,102255
01/07/1979 (21:00),-120.958,43.7891,102454
01/07/1979 (21:00),-120.562,43.8422,102612
01/07/1979 (21:00),-120.166,43.8938,102818
01/07/1979 (21:00),-119.769,43.9439,102862
01/07/1979 (21:00),-119.371,43.9925,102800
01/07/1979 (21:00),-118.973,44.0395,102849
01/07/1979 (21:00),-118.574,44.0851,103081
01/07/1979 (21:00),-118.174,44.1291,103412
01/07/1979 (21:00),-117.773,44.1715,103668
01/07/1979 (21:00),-117.372,44.2125,103791
01/07/1979 (21:00),-116.97,44.2518,103797
01/07/1979 (21:00),-116.568,44.2897,103682
01/07/1979 (21:00),-116.165,44.326,103398
01/07/1979 (21:00),-115.762,44.3607,103047
01/07/1979 (21:00),-115.358,44.3939,102779
01/07/1979 (21:00),-114.954,44.4255,102703
01/07/1979 (21:00),-114.549,44.4556,102788
01/07/1979 (21:00),-114.143,44.4841,102923
01/07/1979 (21:00),-113.738,44.511,103033
01/07/1979 (21:00),-113.332,44.5364,103095
01/07/1979 (21:00),-112.925,44.5602,103238
01/07/1979 (21:00),-128.413,42.779,101049
01/07/1979 (21:00),-128.034,42.8601,101097
01/07/1979 (21:00),-127.654,42.9398,101153
01/07/1979 (21:00),-127.272,43.0181,101216
01/07/1979 (21:00),-126.89,43.095,101283
01/07/1979 (21:00),-126.506,43.1705,101351
01/07/1979 (21:00),-126.121,43.2445,101415
01/07/1979 (21:00),-125.736,43.3172,101474
01/07/1979 (21:00),-125.349,43.3883,101529
01/07/1979 (21:00),-124.961,43.4581,101579
01/07/1979 (21:00),-124.573,43.5263,101620
01/07/1979 (21:00),-124.183,43.5932,101637
01/07/1979 (21:00),-123.792,43.6585,101656
01/07/1979 (21:00),-123.401,43.7224,101671
01/07/1979 (21:00),-123.008,43.7848,101669
01/07/1979 (21:00),-122.615,43.8457,101699
01/07/1979 (21:00),-122.221,43.9051,101813
01/07/1979 (21:00),-121.826,43.9631,102025
01/07/1979 (21:00),-121.43,44.0195,102352
01/07/1979 (21:00),-121.033,44.0744,102534
01/07/1979 (21:00),-120.635,44.1278,102648
01/07/1979 (21:00),-120.237,44.1797,102724
01/07/1979 (21:00),-119.838,44.2301,102752
01/07/1979 (21:00),-119.438,44.279,102725
01/07/1979 (21:00),-119.037,44.3263,102843
01/07/1979 (21:00),-118.636,44.3721,103042
01/07/1979 (21:00),-118.234,44.4163,103299
01/07/1979 (21:00),-117.832,44.4591,103509
01/07/1979 (21:00),-117.428,44.5002,103684
01/07/1979 (21:00),-117.025,44.5398,103732
01/07/1979 (21:00),-116.62,44.5779,103640
01/07/1979 (21:00),-116.215,44.6144,103341
01/07/1979 (21:00),-115.81,44.6494,102993
01/07/1979 (21:00),-115.404,44.6827,102768
01/07/1979 (21:00),-114.997,44.7145,102761
01/07/1979 (21:00),-114.59,44.7448,102889
01/07/1979 (21:00),-114.183,44.7735,103083
01/07/1979 (21:00),-113.775,44.8005,103208
01/07/1979 (21:00),-113.366,44.8261,103284
01/07/1979 (21:00),-112.958,44.85,103277
01/07/1979 (21:00),-128.525,43.0569,101067
01/07/1979 (21:00),-128.144,43.1385,101119
01/07/1979 (21:00),-127.762,43.2187,101176
01/07/1979 (21:00),-127.379,43.2974,101237
01/07/1979 (21:00),-126.995,43.3748,101304
01/07/1979 (21:00),-126.609,43.4507,101372
01/07/1979 (21:00),-126.223,43.5251,101436
01/07/1979 (21:00),-125.835,43.5982,101495
01/07/1979 (21:00),-125.447,43.6698,101549
01/07/1979 (21:00),-125.057,43.7399,101599
01/07/1979 (21:00),-124.666,43.8086,101638
01/07/1979 (21:00),-124.275,43.8758,101671
01/07/1979 (21:00),-123.882,43.9415,101696
01/07/1979 (21:00),-123.489,44.0057,101718
01/07/1979 (21:00),-123.094,44.0685,101732
01/07/1979 (21:00),-122.699,44.1297,101759
01/07/1979 (21:00),-122.303,44.1895,101841
01/07/1979 (21:00),-121.905,44.2478,102098
01/07/1979 (21:00),-121.508,44.3045,102420
01/07/1979 (21:00),-121.109,44.3598,102603
01/07/1979 (21:00),-120.709,44.4135,102701
01/07/1979 (21:00),-120.309,44.4657,102731
01/07/1979 (21:00),-119.908,44.5164,102726
01/07/1979 (21:00),-119.506,44.5655,102743
01/07/1979 (21:00),-119.103,44.6131,102828
01/07/1979 (21:00),-118.7,44.6592,102985
01/07/1979 (21:00),-118.295,44.7037,103120
01/07/1979 (21:00),-117.891,44.7467,103312
01/07/1979 (21:00),-117.485,44.7881,103458
01/07/1979 (21:00),-117.079,44.8279,103578
01/07/1979 (21:00),-116.673,44.8662,103481
01/07/1979 (21:00),-116.266,44.903,103258
01/07/1979 (21:00),-115.858,44.9381,102935
01/07/1979 (21:00),-115.45,44.9717,102784
01/07/1979 (21:00),-115.041,45.0037,102803
01/07/1979 (21:00),-114.632,45.0341,103018
01/07/1979 (21:00),-114.222,45.0629,103231
01/07/1979 (21:00),-113.812,45.0902,103317
01/07/1979 (21:00),-113.401,45.1158,103355
01/07/1979 (21:00),-112.99,45.1399,103396
01/07/1979 (21:00),-128.638,43.3349,101093
01/07/1979 (21:00),-128.256,43.4169,101145
01/07/1979 (21:00),-127.872,43.4976,101201
01/07/1979 (21:00),-127.487,43.5768,101265
01/07/1979 (21:00),-127.101,43.6546,101330
01/07/1979 (21:00),-126.713,43.7309,101398
01/07/1979 (21:00),-126.325,43.8058,101461
01/07/1979 (21:00),-125.935,43.8792,101519
01/07/1979 (21:00),-125.545,43.9512,101573
01/07/1979 (21:00),-125.153,44.0218,101621
01/07/1979 (21:00),-124.761,44.0908,101662
01/07/1979 (21:00),-124.367,44.1584,101697
01/07/1979 (21:00),-123.973,44.2245,101731
01/07/1979 (21:00),-123.577,44.2891,101783
01/07/1979 (21:00),-123.181,44.3522,101839
01/07/1979 (21:00),-122.784,44.4139,101863
01/07/1979 (21:00),-122.385,44.474,101936
01/07/1979 (21:00),-121.986,44.5326,102150
01/07/1979 (21:00),-121.586,44.5897,102481
01/07/1979 (21:00),-121.185,44.6453,102844
01/07/1979 (21:00),-120.784,44.6993,102910
01/07/1979 (21:00),-120.381,44.7518,102908
01/07/1979 (21:00),-119.978,44.8028,102848
01/07/1979 (21:00),-119.574,44.8522,102821
01/07/1979 (21:00),-119.169,44.9001,102813
01/07/1979 (21:00),-118.764,44.9464,102861
01/07/1979 (21:00),-118.357,44.9912,102975
01/07/1979 (21:00),-117.95,45.0344,103120
01/07/1979 (21:00),-117.543,45.0761,103159
01/07/1979 (21:00),-117.135,45.1161,103131
01/07/1979 (21:00),-116.726,45.1547,103198
01/07/1979 (21:00),-116.317,45.1916,103052
01/07/1979 (21:00),-115.907,45.227,102925
01/07/1979 (21:00),-115.496,45.2607,102833
01/07/1979 (21:00),-115.085,45.2929,102914
01/07/1979 (21:00),-114.674,45.3235,103134
01/07/1979 (21:00),-114.262,45.3525,103315
01/07/1979 (21:00),-113.85,45.3799,103399
01/07/1979 (21:00),-113.437,45.4057,103235
01/07/1979 (21:00),-113.024,45.43,103221
01/07/1979 (21:00),-128.753,43.6129,101121
01/07/1979 (21:00),-128.368,43.6954,101173
01/07/1979 (21:00),-127.982,43.7765,101232
01/07/1979 (21:00),-127.596,43.8562,101295
01/07/1979 (21:00),-127.208,43.9344,101361
01/07/1979 (21:00),-126.818,44.0111,101426
01/07/1979 (21:00),-126.428,44.0865,101489
01/07/1979 (21:00),-126.037,44.1603,101546
01/07/1979 (21:00),-125.644,44.2327,101599
01/07/1979 (21:00),-125.251,44.3037,101647
01/07/1979 (21:00),-124.857,44.3731,101689
01/07/1979 (21:00),-124.461,44.4411,101723
01/07/1979 (21:00),-124.065,44.5076,101761
01/07/1979 (21:00),-123.667,44.5726,101842
01/07/1979 (21:00),-123.269,44.6361,101943
01/07/1979 (21:00),-122.869,44.6981,101986
01/07/1979 (21:00),-122.469,44.7585,102035
01/07/1979 (21:00),-122.068,44.8175,102195
01/07/1979 (21:00),-121.666,44.8749,102636
01/07/1979 (21:00),-121.263,44.9308,103037
01/07/1979 (21:00),-120.859,44.9851,103238
01/07/1979 (21:00),-120.454,45.038,103173
01/07/1979 (21:00),-120.049,45.0892,103125
01/07/1979 (21:00),-119.643,45.1389,103029
01/07/1979 (21:00),-119.236,45.1871,102989
01/07/1979 (21:00),-118.828,45.2337,102901
01/07/1979 (21:00),-118.42,45.2787,102968
01/07/1979 (21:00),-118.011,45.3222,103000
01/07/1979 (21:00),-117.601,45.3641,102950
01/07/1979 (21:00),-117.191,45.4044,102883
01/07/1979 (21:00),-116.78,45.4432,102969
01/07/1979 (21:00),-116.368,45.4803,102991
01/07/1979 (21:00),-115.956,45.5159,102937
01/07/1979 (21:00),-115.543,45.5499,102978
01/07/1979 (21:00),-115.13,45.5822,103058
01/07/1979 (21:00),-114.716,45.613,103181
01/07/1979 (21:00),-114.302,45.6422,103306
01/07/1979 (21:00),-113.888,45.6698,103264
01/07/1979 (21:00),-113.473,45.6957,103179
01/07/1979 (21:00),-113.057,45.7201,103101
01/07/1979 (21:00),-128.868,43.8909,101152
01/07/1979 (21:00),-128.482,43.9739,101206
01/07/1979 (21:00),-128.094,44.0554,101264
01/07/1979 (21:00),-127.706,44.1356,101327
01/07/1979 (21:00),-127.316,44.2142,101393
01/07/1979 (21:00),-126.925,44.2914,101457
01/07/1979 (21:00),-126.533,44.3672,101519
01/07/1979 (21:00),-126.139,44.4415,101577
01/07/1979 (21:00),-125.745,44.5143,101628
01/07/1979 (21:00),-125.35,44.5856,101676
01/07/1979 (21:00),-124.953,44.6555,101717
01/07/1979 (21:00),-124.556,44.7239,101753
01/07/1979 (21:00),-124.157,44.7907,101793
01/07/1979 (21:00),-123.758,44.8561,101874
01/07/1979 (21:00),-123.357,44.92,102021
01/07/1979 (21:00),-122.956,44.9823,102102
01/07/1979 (21:00),-122.554,45.0431,102130
01/07/1979 (21:00),-122.15,45.1024,102312
01/07/1979 (21:00),-121.746,45.1602,102650
01/07/1979 (21:00),-121.341,45.2164,103094
01/07/1979 (21:00),-120.935,45.271,103381
01/07/1979 (21:00),-120.528,45.3242,103452
01/07/1979 (21:00),-120.121,45.3757,103461
01/07/1979 (21:00),-119.713,45.4258,103496
01/07/1979 (21:00),-119.304,45.4742,103398
01/07/1979 (21:00),-118.894,45.5211,103335
01/07/1979 (21:00),-118.483,45.5664,103116
01/07/1979 (21:00),-118.072,45.6101,103023
01/07/1979 (21:00),-117.66,45.6522,102923
01/07/1979 (21:00),-117.247,45.6928,102936
01/07/1979 (21:00),-116.834,45.7318,103010
01/07/1979 (21:00),-116.42,45.7691,103059
01/07/1979 (21:00),-116.006,45.8049,103020
01/07/1979 (21:00),-115.591,45.8391,103051
01/07/1979 (21:00),-115.176,45.8717,103139
01/07/1979 (21:00),-114.76,45.9026,103206
01/07/1979 (21:00),-114.343,45.932,103211
01/07/1979 (21:00),-113.926,45.9597,103167
01/07/1979 (21:00),-113.509,45.9858,103047
01/07/1979 (21:00),-113.091,46.0103,103144
01/07/1979 (21:00),-128.985,44.1689,101184
01/07/1979 (21:00),-128.597,44.2524,101241
01/07/1979 (21:00),-128.207,44.3344,101300
01/07/1979 (21:00),-127.817,44.415,101361
01/07/1979 (21:00),-127.425,44.4941,101426
01/07/1979 (21:00),-127.032,44.5717,101490
01/07/1979 (21:00),-126.638,44.6479,101552
01/07/1979 (21:00),-126.243,44.7226,101609
01/07/1979 (21:00),-125.847,44.7959,101661
01/07/1979 (21:00),-125.449,44.8676,101708
01/07/1979 (21:00),-125.051,44.9379,101750
01/07/1979 (21:00),-124.651,45.0067,101787
01/07/1979 (21:00),-124.251,45.0739,101826
01/07/1979 (21:00),-123.849,45.1397,101923
01/07/1979 (21:00),-123.447,45.2039,102094
01/07/1979 (21:00),-123.043,45.2666,102182
01/07/1979 (21:00),-122.639,45.3277,102239
01/07/1979 (21:00),-122.234,45.3874,102388
01/07/1979 (21:00),-121.827,45.4455,102696
01/07/1979 (21:00),-121.42,45.502,103163
01/07/1979 (21:00),-121.012,45.557,103454
01/07/1979 (21:00),-120.603,45.6104,103562
01/07/1979 (21:00),-120.194,45.6623,103626
01/07/1979 (21:00),-119.783,45.7126,103686
01/07/1979 (21:00),-119.372,45.7614,103734
01/07/1979 (21:00),-118.96,45.8085,103648
01/07/1979 (21:00),-118.547,45.8541,103517
01/07/1979 (21:00),-118.134,45.8981,103203
01/07/1979 (21:00),-117.719,45.9405,103019
01/07/1979 (21:00),-117.305,45.9812,103024
01/07/1979 (21:00),-116.889,46.0204,103092
01/07/1979 (21:00),-116.473,46.058,103121
01/07/1979 (21:00),-116.056,46.094,103134
01/07/1979 (21:00),-115.639,46.1284,103141
