time,lon,lat,PMSL
01/01/1979 (00:00),-112.561,41.0938,103364
01/01/1979 (00:00),-127.152,39.4486,102643
01/01/1979 (00:00),-126.793,39.5244,102635
01/01/1979 (00:00),-126.433,39.5989,102621
01/01/1979 (00:00),-126.072,39.6721,102602
01/01/1979 (00:00),-125.71,39.744,102579
01/01/1979 (00:00),-125.347,39.8145,102549
01/01/1979 (00:00),-124.984,39.8837,102513
01/01/1979 (00:00),-124.619,39.9515,102469
01/01/1979 (00:00),-124.254,40.018,102426
01/01/1979 (00:00),-123.888,40.0831,102397
01/01/1979 (00:00),-123.521,40.1469,102397
01/01/1979 (00:00),-123.153,40.2093,102392
01/01/1979 (00:00),-122.784,40.2703,102439
01/01/1979 (00:00),-122.415,40.3299,102504
01/01/1979 (00:00),-122.044,40.3881,102512
01/01/1979 (00:00),-121.673,40.445,102517
01/01/1979 (00:00),-121.302,40.5005,102619
01/01/1979 (00:00),-120.929,40.5545,102735
01/01/1979 (00:00),-120.556,40.6072,102778
01/01/1979 (00:00),-120.182,40.6585,102822
01/01/1979 (00:00),-119.808,40.7083,102857
01/01/1979 (00:00),-119.433,40.7567,102893
01/01/1979 (00:00),-119.057,40.8037,102961
01/01/1979 (00:00),-118.681,40.8493,103063
01/01/1979 (00:00),-118.304,40.8934,103119
01/01/1979 (00:00),-117.926,40.9361,103181
01/01/1979 (00:00),-117.548,40.9774,103212
01/01/1979 (00:00),-117.169,41.0173,103240
01/01/1979 (00:00),-116.79,41.0556,103272
01/01/1979 (00:00),-116.411,41.0926,103287
01/01/1979 (00:00),-116.03,41.1281,103311
01/01/1979 (00:00),-115.65,41.1621,103353
01/01/1979 (00:00),-115.269,41.1947,103398
01/01/1979 (00:00),-114.887,41.2258,103434
01/01/1979 (00:00),-114.505,41.2555,103431
01/01/1979 (00:00),-114.123,41.2837,103418
01/01/1979 (00:00),-113.74,41.3104,103416
01/01/1979 (00:00),-113.357,41.3356,103410
01/01/1979 (00:00),-112.974,41.3594,103396
01/01/1979 (00:00),-112.59,41.3817,103416
01/01/1979 (00:00),-127.252,39.7256,102668
01/01/1979 (00:00),-126.891,39.8019,102660
01/01/1979 (00:00),-126.529,39.8768,102649
01/01/1979 (00:00),-126.167,39.9504,102632
01/01/1979 (00:00),-125.803,40.0227,102611
01/01/1979 (00:00),-125.439,40.0936,102585
01/01/1979 (00:00),-125.073,40.1632,102551
01/01/1979 (00:00),-124.707,40.2314,102510
01/01/1979 (00:00),-124.34,40.2982,102460
01/01/1979 (00:00),-123.972,40.3637,102433
01/01/1979 (00:00),-123.603,40.4278,102441
01/01/1979 (00:00),-123.234,40.4906,102476
01/01/1979 (00:00),-122.863,40.5519,102525
01/01/1979 (00:00),-122.492,40.6119,102542
01/01/1979 (00:00),-122.12,40.6705,102569
01/01/1979 (00:00),-121.748,40.7277,102615
01/01/1979 (00:00),-121.374,40.7835,102723
01/01/1979 (00:00),-121,40.8378,102788
01/01/1979 (00:00),-120.625,40.8908,102837
01/01/1979 (00:00),-120.249,40.9424,102875
01/01/1979 (00:00),-119.873,40.9925,102923
01/01/1979 (00:00),-119.496,41.0412,102950
01/01/1979 (00:00),-119.118,41.0885,103020
01/01/1979 (00:00),-118.74,41.1343,103103
01/01/1979 (00:00),-118.361,41.1787,103162
01/01/1979 (00:00),-117.982,41.2217,103220
01/01/1979 (00:00),-117.602,41.2632,103274
01/01/1979 (00:00),-117.221,41.3032,103312
01/01/1979 (00:00),-116.84,41.3419,103354
01/01/1979 (00:00),-116.459,41.379,103371
01/01/1979 (00:00),-116.077,41.4147,103416
01/01/1979 (00:00),-115.694,41.4489,103489
01/01/1979 (00:00),-115.311,41.4817,103528
01/01/1979 (00:00),-114.928,41.513,103568
01/01/1979 (00:00),-114.544,41.5428,103595
01/01/1979 (00:00),-114.16,41.5712,103588
01/01/1979 (00:00),-113.775,41.5981,103549
01/01/1979 (00:00),-113.39,41.6235,103528
01/01/1979 (00:00),-113.005,41.6474,103510
01/01/1979 (00:00),-112.619,41.6698,103502
01/01/1979 (00:00),-127.352,40.0028,102691
01/01/1979 (00:00),-126.99,40.0794,102686
01/01/1979 (00:00),-126.627,40.1548,102676
01/01/1979 (00:00),-126.262,40.2288,102663
01/01/1979 (00:00),-125.897,40.3015,102645
01/01/1979 (00:00),-125.531,40.3728,102622
01/01/1979 (00:00),-125.164,40.4428,102596
01/01/1979 (00:00),-124.796,40.5114,102564
01/01/1979 (00:00),-124.427,40.5786,102529
01/01/1979 (00:00),-124.058,40.6445,102490
01/01/1979 (00:00),-123.687,40.7089,102492
01/01/1979 (00:00),-123.316,40.772,102512
01/01/1979 (00:00),-122.944,40.8338,102542
01/01/1979 (00:00),-122.571,40.8941,102596
01/01/1979 (00:00),-122.197,40.953,102627
01/01/1979 (00:00),-121.822,41.0105,102695
01/01/1979 (00:00),-121.447,41.0666,102759
01/01/1979 (00:00),-121.071,41.1213,102826
01/01/1979 (00:00),-120.694,41.1746,102888
01/01/1979 (00:00),-120.317,41.2264,102933
01/01/1979 (00:00),-119.939,41.2768,102979
01/01/1979 (00:00),-119.56,41.3258,103024
01/01/1979 (00:00),-119.181,41.3734,103064
01/01/1979 (00:00),-118.8,41.4195,103134
01/01/1979 (00:00),-118.42,41.4641,103220
01/01/1979 (00:00),-118.038,41.5073,103286
01/01/1979 (00:00),-117.657,41.5491,103332
01/01/1979 (00:00),-117.274,41.5894,103383
01/01/1979 (00:00),-116.891,41.6282,103439
01/01/1979 (00:00),-116.508,41.6656,103502
01/01/1979 (00:00),-116.124,41.7015,103539
01/01/1979 (00:00),-115.739,41.7359,103626
01/01/1979 (00:00),-115.354,41.7689,103653
01/01/1979 (00:00),-114.969,41.8004,103689
01/01/1979 (00:00),-114.583,41.8304,103724
01/01/1979 (00:00),-114.197,41.8589,103729
01/01/1979 (00:00),-113.81,41.8859,103713
01/01/1979 (00:00),-113.423,41.9115,103645
01/01/1979 (00:00),-113.036,41.9356,103641
01/01/1979 (00:00),-112.648,41.9581,103634
01/01/1979 (00:00),-127.454,40.28,102715
01/01/1979 (00:00),-127.09,40.3571,102712
01/01/1979 (00:00),-126.725,40.4329,102705
01/01/1979 (00:00),-126.359,40.5073,102694
01/01/1979 (00:00),-125.992,40.5804,102679
01/01/1979 (00:00),-125.624,40.6521,102660
01/01/1979 (00:00),-125.256,40.7225,102638
01/01/1979 (00:00),-124.886,40.7915,102612
01/01/1979 (00:00),-124.515,40.8591,102581
01/01/1979 (00:00),-124.144,40.9253,102550
01/01/1979 (00:00),-123.772,40.9902,102541
01/01/1979 (00:00),-123.399,41.0537,102550
01/01/1979 (00:00),-123.025,41.1157,102583
01/01/1979 (00:00),-122.65,41.1764,102648
01/01/1979 (00:00),-122.274,41.2356,102690
01/01/1979 (00:00),-121.898,41.2935,102726
01/01/1979 (00:00),-121.521,41.3499,102788
01/01/1979 (00:00),-121.143,41.4049,102831
01/01/1979 (00:00),-120.765,41.4585,102904
01/01/1979 (00:00),-120.385,41.5106,102974
01/01/1979 (00:00),-120.005,41.5613,103017
01/01/1979 (00:00),-119.625,41.6106,103084
01/01/1979 (00:00),-119.243,41.6584,103151
01/01/1979 (00:00),-118.861,41.7048,103211
01/01/1979 (00:00),-118.479,41.7497,103305
01/01/1979 (00:00),-118.095,41.7932,103385
01/01/1979 (00:00),-117.712,41.8352,103434
01/01/1979 (00:00),-117.327,41.8757,103470
01/01/1979 (00:00),-116.942,41.9148,103525
01/01/1979 (00:00),-116.557,41.9524,103580
01/01/1979 (00:00),-116.171,41.9885,103621
01/01/1979 (00:00),-115.785,42.0231,103713
01/01/1979 (00:00),-115.398,42.0563,103781
01/01/1979 (00:00),-115.01,42.0879,103799
01/01/1979 (00:00),-114.622,42.1181,103807
01/01/1979 (00:00),-114.234,42.1468,103788
01/01/1979 (00:00),-113.846,42.174,103796
01/01/1979 (00:00),-113.457,42.1997,103784
01/01/1979 (00:00),-113.067,42.2239,103763
01/01/1979 (00:00),-112.678,42.2466,103754
01/01/1979 (00:00),-127.556,40.5573,102739
01/01/1979 (00:00),-127.191,40.6349,102738
01/01/1979 (00:00),-126.824,40.7111,102734
01/01/1979 (00:00),-126.456,40.7859,102725
01/01/1979 (00:00),-126.088,40.8594,102713
01/01/1979 (00:00),-125.718,40.9316,102697
01/01/1979 (00:00),-125.348,41.0023,102676
01/01/1979 (00:00),-124.977,41.0717,102652
01/01/1979 (00:00),-124.604,41.1397,102625
01/01/1979 (00:00),-124.231,41.2063,102597
01/01/1979 (00:00),-123.857,41.2716,102582
01/01/1979 (00:00),-123.482,41.3354,102614
01/01/1979 (00:00),-123.107,41.3978,102667
01/01/1979 (00:00),-122.73,41.4588,102731
01/01/1979 (00:00),-122.353,41.5184,102747
01/01/1979 (00:00),-121.975,41.5766,102743
01/01/1979 (00:00),-121.596,41.6334,102827
01/01/1979 (00:00),-121.216,41.6887,102869
01/01/1979 (00:00),-120.835,41.7426,102922
01/01/1979 (00:00),-120.454,41.795,102997
01/01/1979 (00:00),-120.072,41.846,103071
01/01/1979 (00:00),-119.69,41.8956,103152
01/01/1979 (00:00),-119.307,41.9437,103239
01/01/1979 (00:00),-118.923,41.9903,103336
01/01/1979 (00:00),-118.538,42.0355,103414
01/01/1979 (00:00),-118.153,42.0792,103482
01/01/1979 (00:00),-117.767,42.1214,103535
01/01/1979 (00:00),-117.381,42.1622,103576
01/01/1979 (00:00),-116.994,42.2015,103625
01/01/1979 (00:00),-116.607,42.2393,103675
01/01/1979 (00:00),-116.219,42.2756,103716
01/01/1979 (00:00),-115.83,42.3105,103775
01/01/1979 (00:00),-115.441,42.3438,103814
01/01/1979 (00:00),-115.052,42.3757,103817
01/01/1979 (00:00),-114.662,42.406,103831
01/01/1979 (00:00),-114.272,42.4349,103826
01/01/1979 (00:00),-113.881,42.4622,103816
01/01/1979 (00:00),-113.49,42.4881,103820
01/01/1979 (00:00),-113.099,42.5124,103839
01/01/1979 (00:00),-112.707,42.5352,103850
01/01/1979 (00:00),-127.66,40.8348,102763
01/01/1979 (00:00),-127.292,40.9128,102764
01/01/1979 (00:00),-126.924,40.9894,102762
01/01/1979 (00:00),-126.555,41.0647,102757
01/01/1979 (00:00),-126.185,41.1386,102748
01/01/1979 (00:00),-125.813,41.2111,102734
01/01/1979 (00:00),-125.441,41.2823,102714
01/01/1979 (00:00),-125.068,41.3521,102690
01/01/1979 (00:00),-124.694,41.4205,102664
01/01/1979 (00:00),-124.319,41.4875,102632
01/01/1979 (00:00),-123.943,41.5531,102615
01/01/1979 (00:00),-123.567,41.6172,102662
01/01/1979 (00:00),-123.189,41.68,102733
01/01/1979 (00:00),-122.811,41.7414,102779
01/01/1979 (00:00),-122.432,41.8013,102806
01/01/1979 (00:00),-122.052,41.8598,102842
01/01/1979 (00:00),-121.671,41.9169,102869
01/01/1979 (00:00),-121.289,41.9726,102910
01/01/1979 (00:00),-120.907,42.0268,102960
01/01/1979 (00:00),-120.524,42.0795,103032
01/01/1979 (00:00),-120.14,42.1308,103120
01/01/1979 (00:00),-119.756,42.1806,103219
01/01/1979 (00:00),-119.371,42.229,103320
01/01/1979 (00:00),-118.985,42.2759,103416
01/01/1979 (00:00),-118.598,42.3214,103499
01/01/1979 (00:00),-118.211,42.3653,103556
01/01/1979 (00:00),-117.824,42.4078,103611
01/01/1979 (00:00),-117.435,42.4488,103661
01/01/1979 (00:00),-117.046,42.4884,103717
01/01/1979 (00:00),-116.657,42.5264,103767
01/01/1979 (00:00),-116.267,42.5629,103806
01/01/1979 (00:00),-115.877,42.598,103843
01/01/1979 (00:00),-115.486,42.6315,103836
01/01/1979 (00:00),-115.094,42.6635,103823
01/01/1979 (00:00),-114.703,42.6941,103805
01/01/1979 (00:00),-114.31,42.7231,103801
01/01/1979 (00:00),-113.918,42.7506,103796
01/01/1979 (00:00),-113.525,42.7766,103812
01/01/1979 (00:00),-113.131,42.8011,103842
01/01/1979 (00:00),-112.738,42.8241,103901
01/01/1979 (00:00),-127.764,41.1123,102787
01/01/1979 (00:00),-127.395,41.1907,102791
01/01/1979 (00:00),-127.025,41.2678,102791
01/01/1979 (00:00),-126.654,41.3435,102789
01/01/1979 (00:00),-126.282,41.4178,102782
01/01/1979 (00:00),-125.909,41.4908,102770
01/01/1979 (00:00),-125.536,41.5624,102753
01/01/1979 (00:00),-125.161,41.6325,102729
01/01/1979 (00:00),-124.785,41.7013,102700
01/01/1979 (00:00),-124.408,41.7687,102674
01/01/1979 (00:00),-124.031,41.8347,102662
01/01/1979 (00:00),-123.652,41.8992,102700
01/01/1979 (00:00),-123.273,41.9624,102768
01/01/1979 (00:00),-122.893,42.0241,102808
01/01/1979 (00:00),-122.512,42.0844,102837
01/01/1979 (00:00),-122.13,42.1432,102868
01/01/1979 (00:00),-121.747,42.2006,102902
01/01/1979 (00:00),-121.364,42.2566,102951
01/01/1979 (00:00),-120.979,42.3111,103012
01/01/1979 (00:00),-120.594,42.3641,103092
01/01/1979 (00:00),-120.209,42.4157,103196
01/01/1979 (00:00),-119.822,42.4659,103294
01/01/1979 (00:00),-119.435,42.5145,103387
01/01/1979 (00:00),-119.048,42.5617,103482
01/01/1979 (00:00),-118.659,42.6074,103545
01/01/1979 (00:00),-118.27,42.6516,103614
01/01/1979 (00:00),-117.88,42.6944,103682
01/01/1979 (00:00),-117.49,42.7356,103744
01/01/1979 (00:00),-117.099,42.7754,103805
01/01/1979 (00:00),-116.708,42.8136,103863
01/01/1979 (00:00),-116.316,42.8504,103914
01/01/1979 (00:00),-115.924,42.8856,103890
01/01/1979 (00:00),-115.531,42.9194,103856
01/01/1979 (00:00),-115.137,42.9516,103836
01/01/1979 (00:00),-114.743,42.9823,103821
01/01/1979 (00:00),-114.349,43.0115,103815
01/01/1979 (00:00),-113.954,43.0392,103816
01/01/1979 (00:00),-113.559,43.0653,103822
01/01/1979 (00:00),-113.164,43.09,103856
01/01/1979 (00:00),-112.768,43.113,103907
01/01/1979 (00:00),-127.87,41.3899,102813
01/01/1979 (00:00),-127.499,41.4688,102818
01/01/1979 (00:00),-127.127,41.5463,102820
01/01/1979 (00:00),-126.755,41.6224,102819
01/01/1979 (00:00),-126.381,41.6972,102816
01/01/1979 (00:00),-126.006,41.7705,102808
01/01/1979 (00:00),-125.631,41.8425,102794
01/01/1979 (00:00),-125.254,41.9131,102772
01/01/1979 (00:00),-124.877,41.9823,102743
01/01/1979 (00:00),-124.498,42.05,102714
01/01/1979 (00:00),-124.119,42.1164,102733
01/01/1979 (00:00),-123.738,42.1813,102773
01/01/1979 (00:00),-123.357,42.2448,102816
01/01/1979 (00:00),-122.975,42.3069,102851
01/01/1979 (00:00),-122.592,42.3675,102880
01/01/1979 (00:00),-122.209,42.4267,102903
01/01/1979 (00:00),-121.824,42.4844,102950
01/01/1979 (00:00),-121.439,42.5407,103013
01/01/1979 (00:00),-121.053,42.5956,103071
01/01/1979 (00:00),-120.666,42.6489,103132
01/01/1979 (00:00),-120.278,42.7008,103277
01/01/1979 (00:00),-119.89,42.7512,103364
01/01/1979 (00:00),-119.501,42.8002,103438
01/01/1979 (00:00),-119.111,42.8476,103528
01/01/1979 (00:00),-118.721,42.8936,103603
01/01/1979 (00:00),-118.33,42.9381,103661
01/01/1979 (00:00),-117.938,42.9811,103733
01/01/1979 (00:00),-117.546,43.0225,103805
01/01/1979 (00:00),-117.153,43.0625,103875
01/01/1979 (00:00),-116.759,43.101,103914
01/01/1979 (00:00),-116.365,43.138,103950
01/01/1979 (00:00),-115.971,43.1734,103920
01/01/1979 (00:00),-115.576,43.2074,103898
01/01/1979 (00:00),-115.18,43.2398,103892
01/01/1979 (00:00),-114.785,43.2707,103884
01/01/1979 (00:00),-114.388,43.3,103895
01/01/1979 (00:00),-113.991,43.3279,103899
01/01/1979 (00:00),-113.594,43.3542,103896
01/01/1979 (00:00),-113.197,43.379,103908
01/01/1979 (00:00),-112.799,43.4022,103949
01/01/1979 (00:00),-127.976,41.6676,102837
01/01/1979 (00:00),-127.604,41.7469,102844
01/01/1979 (00:00),-127.231,41.8249,102848
01/01/1979 (00:00),-126.856,41.9014,102849
01/01/1979 (00:00),-126.481,41.9766,102849
01/01/1979 (00:00),-126.104,42.0504,102845
01/01/1979 (00:00),-125.727,42.1228,102835
01/01/1979 (00:00),-125.348,42.1938,102821
01/01/1979 (00:00),-124.969,42.2633,102797
01/01/1979 (00:00),-124.589,42.3315,102781
01/01/1979 (00:00),-124.208,42.3982,102782
01/01/1979 (00:00),-123.825,42.4635,102825
01/01/1979 (00:00),-123.442,42.5274,102861
01/01/1979 (00:00),-123.059,42.5898,102887
01/01/1979 (00:00),-122.674,42.6508,102917
01/01/1979 (00:00),-122.288,42.7103,102944
01/01/1979 (00:00),-121.902,42.7684,103003
01/01/1979 (00:00),-121.514,42.825,103081
01/01/1979 (00:00),-121.126,42.8801,103147
01/01/1979 (00:00),-120.738,42.9338,103243
01/01/1979 (00:00),-120.348,42.986,103346
01/01/1979 (00:00),-119.958,43.0367,103416
01/01/1979 (00:00),-119.567,43.0859,103491
01/01/1979 (00:00),-119.175,43.1337,103562
01/01/1979 (00:00),-118.783,43.1799,103646
01/01/1979 (00:00),-118.39,43.2246,103716
01/01/1979 (00:00),-117.996,43.2679,103789
01/01/1979 (00:00),-117.602,43.3096,103859
01/01/1979 (00:00),-117.207,43.3498,103907
01/01/1979 (00:00),-116.811,43.3885,103930
01/01/1979 (00:00),-116.415,43.4257,103952
01/01/1979 (00:00),-116.019,43.4614,103961
01/01/1979 (00:00),-115.622,43.4955,103977
01/01/1979 (00:00),-115.224,43.5281,104014
01/01/1979 (00:00),-114.826,43.5592,104009
01/01/1979 (00:00),-114.428,43.5887,104048
01/01/1979 (00:00),-114.029,43.6167,104029
01/01/1979 (00:00),-113.63,43.6432,104004
01/01/1979 (00:00),-113.23,43.6681,104023
01/01/1979 (00:00),-112.83,43.6915,104019
01/01/1979 (00:00),-128.084,41.9454,102857
01/01/1979 (00:00),-127.71,42.0251,102866
01/01/1979 (00:00),-127.335,42.1035,102873
01/01/1979 (00:00),-126.959,42.1805,102877
01/01/1979 (00:00),-126.581,42.2561,102879
01/01/1979 (00:00),-126.203,42.3303,102880
01/01/1979 (00:00),-125.824,42.4031,102877
01/01/1979 (00:00),-125.444,42.4745,102868
01/01/1979 (00:00),-125.063,42.5445,102856
01/01/1979 (00:00),-124.681,42.613,102841
01/01/1979 (00:00),-124.297,42.6801,102839
01/01/1979 (00:00),-123.913,42.7458,102864
01/01/1979 (00:00),-123.529,42.81,102900
01/01/1979 (00:00),-123.143,42.8728,102924
01/01/1979 (00:00),-122.756,42.9341,102958
01/01/1979 (00:00),-122.369,42.994,102996
01/01/1979 (00:00),-121.98,43.0524,103051
01/01/1979 (00:00),-121.591,43.1094,103156
01/01/1979 (00:00),-121.201,43.1648,103252
01/01/1979 (00:00),-120.81,43.2188,103342
01/01/1979 (00:00),-120.419,43.2713,103424
01/01/1979 (00:00),-120.026,43.3223,103494
01/01/1979 (00:00),-119.633,43.3718,103563
01/01/1979 (00:00),-119.24,43.4198,103631
01/01/1979 (00:00),-118.845,43.4663,103699
01/01/1979 (00:00),-118.45,43.5113,103772
01/01/1979 (00:00),-118.055,43.5548,103833
01/01/1979 (00:00),-117.658,43.5968,103887
01/01/1979 (00:00),-117.261,43.6372,103919
01/01/1979 (00:00),-116.864,43.6762,103945
01/01/1979 (00:00),-116.466,43.7136,103959
01/01/1979 (00:00),-116.067,43.7494,104004
01/01/1979 (00:00),-115.668,43.7838,104058
01/01/1979 (00:00),-115.268,43.8166,104142
01/01/1979 (00:00),-114.868,43.8478,104179
01/01/1979 (00:00),-114.468,43.8775,104219
01/01/1979 (00:00),-114.067,43.9057,104221
01/01/1979 (00:00),-113.665,43.9323,104180
01/01/1979 (00:00),-113.263,43.9574,104165
01/01/1979 (00:00),-112.861,43.9809,104101
01/01/1979 (00:00),-128.193,42.2232,102874
01/01/1979 (00:00),-127.817,42.3034,102885
01/01/1979 (00:00),-127.44,42.3822,102894
01/01/1979 (00:00),-127.062,42.4597,102901
01/01/1979 (00:00),-126.683,42.5357,102906
01/01/1979 (00:00),-126.303,42.6103,102910
01/01/1979 (00:00),-125.922,42.6835,102913
01/01/1979 (00:00),-125.54,42.7553,102911
01/01/1979 (00:00),-125.157,42.8257,102904
01/01/1979 (00:00),-124.773,42.8946,102892
01/01/1979 (00:00),-124.388,42.9621,102892
01/01/1979 (00:00),-124.002,43.0282,102916
01/01/1979 (00:00),-123.616,43.0928,102952
01/01/1979 (00:00),-123.228,43.1559,102974
01/01/1979 (00:00),-122.839,43.2176,103010
01/01/1979 (00:00),-122.45,43.2778,103058
01/01/1979 (00:00),-122.06,43.3366,103136
01/01/1979 (00:00),-121.668,43.3938,103258
01/01/1979 (00:00),-121.276,43.4496,103364
01/01/1979 (00:00),-120.884,43.5039,103442
01/01/1979 (00:00),-120.49,43.5567,103523
01/01/1979 (00:00),-120.096,43.608,103589
01/01/1979 (00:00),-119.701,43.6578,103648
01/01/1979 (00:00),-119.305,43.7061,103711
01/01/1979 (00:00),-118.909,43.7529,103780
01/01/1979 (00:00),-118.512,43.7981,103847
01/01/1979 (00:00),-118.114,43.8419,103893
01/01/1979 (00:00),-117.715,43.8841,103919
01/01/1979 (00:00),-117.316,43.9248,103939
01/01/1979 (00:00),-116.917,43.964,103946
01/01/1979 (00:00),-116.517,44.0016,103983
01/01/1979 (00:00),-116.116,44.0377,104046
01/01/1979 (00:00),-115.715,44.0722,104157
01/01/1979 (00:00),-115.313,44.1052,104231
01/01/1979 (00:00),-114.911,44.1366,104285
01/01/1979 (00:00),-114.508,44.1665,104353
01/01/1979 (00:00),-114.105,44.1948,104329
01/01/1979 (00:00),-113.701,44.2216,104316
01/01/1979 (00:00),-113.297,44.2468,104288
01/01/1979 (00:00),-112.893,44.2705,104232
01/01/1979 (00:00),-128.302,42.5011,102887
01/01/1979 (00:00),-127.925,42.5817,102900
01/01/1979 (00:00),-127.546,42.661,102911
01/01/1979 (00:00),-127.167,42.7389,102919
01/01/1979 (00:00),-126.786,42.8153,102928
01/01/1979 (00:00),-126.404,42.8904,102935
01/01/1979 (00:00),-126.021,42.964,102942
01/01/1979 (00:00),-125.637,43.0362,102949
01/01/1979 (00:00),-125.253,43.107,102948
01/01/1979 (00:00),-124.867,43.1763,102945
01/01/1979 (00:00),-124.48,43.2442,102945
01/01/1979 (00:00),-124.092,43.3106,102967
01/01/1979 (00:00),-123.704,43.3756,103001
01/01/1979 (00:00),-123.314,43.4391,103027
01/01/1979 (00:00),-122.923,43.5011,103058
01/01/1979 (00:00),-122.532,43.5617,103114
01/01/1979 (00:00),-122.14,43.6208,103198
01/01/1979 (00:00),-121.747,43.6784,103345
01/01/1979 (00:00),-121.353,43.7345,103475
01/01/1979 (00:00),-120.958,43.7891,103595
01/01/1979 (00:00),-120.562,43.8422,103654
01/01/1979 (00:00),-120.166,43.8938,103714
01/01/1979 (00:00),-119.769,43.9439,103763
01/01/1979 (00:00),-119.371,43.9925,103811
01/01/1979 (00:00),-118.973,44.0395,103875
01/01/1979 (00:00),-118.574,44.0851,103914
01/01/1979 (00:00),-118.174,44.1291,103954
01/01/1979 (00:00),-117.773,44.1715,103970
01/01/1979 (00:00),-117.372,44.2125,103976
01/01/1979 (00:00),-116.97,44.2518,103993
01/01/1979 (00:00),-116.568,44.2897,104035
01/01/1979 (00:00),-116.165,44.326,104118
01/01/1979 (00:00),-115.762,44.3607,104217
01/01/1979 (00:00),-115.358,44.3939,104296
01/01/1979 (00:00),-114.954,44.4255,104351
01/01/1979 (00:00),-114.549,44.4556,104343
01/01/1979 (00:00),-114.143,44.4841,104345
01/01/1979 (00:00),-113.738,44.511,104336
01/01/1979 (00:00),-113.332,44.5364,104342
01/01/1979 (00:00),-112.925,44.5602,104297
