time,lon,lat,H500
01/08/1979 (09:00),-118.387,47.0505,5556.18
01/08/1979 (09:00),-117.964,47.0939,5555.18
01/08/1979 (09:00),-117.54,47.1356,5554.18
01/08/1979 (09:00),-117.115,47.1758,5552.18
01/08/1979 (09:00),-116.69,47.2143,5550.68
01/08/1979 (09:00),-116.264,47.2511,5548.18
01/08/1979 (09:00),-115.837,47.2863,5544.68
01/08/1979 (09:00),-115.41,47.3199,5541.18
01/08/1979 (09:00),-114.982,47.3518,5537.68
01/08/1979 (09:00),-114.554,47.382,5534.18
01/08/1979 (09:00),-114.125,47.4106,5530.18
01/08/1979 (09:00),-113.696,47.4375,5525.18
01/08/1979 (09:00),-113.267,47.4627,5520.18
01/08/1979 (09:00),-129.587,45.5589,5522.68
01/08/1979 (09:00),-129.19,45.6447,5525.18
01/08/1979 (09:00),-128.791,45.7291,5528.18
01/08/1979 (09:00),-128.391,45.812,5530.68
01/08/1979 (09:00),-127.989,45.8934,5533.18
01/08/1979 (09:00),-127.587,45.9733,5535.68
01/08/1979 (09:00),-127.183,46.0517,5538.18
01/08/1979 (09:00),-126.778,46.1286,5540.18
01/08/1979 (09:00),-126.371,46.2039,5542.68
01/08/1979 (09:00),-125.964,46.2778,5544.68
01/08/1979 (09:00),-125.555,46.3501,5546.68
01/08/1979 (09:00),-125.146,46.4209,5548.18
01/08/1979 (09:00),-124.735,46.4901,5549.68
01/08/1979 (09:00),-124.323,46.5578,5551.68
01/08/1979 (09:00),-123.91,46.6239,5552.68
01/08/1979 (09:00),-123.496,46.6884,5553.68
01/08/1979 (09:00),-123.081,46.7514,5553.68
01/08/1979 (09:00),-122.664,46.8128,5553.68
01/08/1979 (09:00),-122.247,46.8726,5554.18
01/08/1979 (09:00),-121.829,46.9308,5553.68
01/08/1979 (09:00),-121.41,46.9874,5554.18
01/08/1979 (09:00),-120.99,47.0425,5554.68
01/08/1979 (09:00),-120.569,47.0959,5554.68
01/08/1979 (09:00),-120.148,47.1477,5555.18
01/08/1979 (09:00),-119.725,47.1979,5555.18
01/08/1979 (09:00),-119.302,47.2464,5555.18
01/08/1979 (09:00),-118.878,47.2934,5555.18
01/08/1979 (09:00),-118.453,47.3387,5554.18
01/08/1979 (09:00),-118.027,47.3823,5553.68
01/08/1979 (09:00),-117.601,47.4243,5552.18
01/08/1979 (09:00),-117.174,47.4647,5550.18
01/08/1979 (09:00),-116.746,47.5034,5548.18
01/08/1979 (09:00),-116.317,47.5405,5545.18
01/08/1979 (09:00),-115.888,47.5759,5542.18
01/08/1979 (09:00),-115.459,47.6097,5538.68
01/08/1979 (09:00),-115.029,47.6418,5535.18
01/08/1979 (09:00),-114.598,47.6722,5531.18
01/08/1979 (09:00),-114.167,47.7009,5527.18
01/08/1979 (09:00),-113.735,47.728,5522.18
01/08/1979 (09:00),-113.303,47.7534,5517.18
01/08/1979 (09:00),-129.712,45.8368,5522.68
01/08/1979 (09:00),-129.312,45.9231,5525.68
01/08/1979 (09:00),-128.911,46.008,5528.18
01/08/1979 (09:00),-128.509,46.0913,5530.18
01/08/1979 (09:00),-128.106,46.1732,5532.68
01/08/1979 (09:00),-127.701,46.2535,5534.68
01/08/1979 (09:00),-127.295,46.3324,5537.18
01/08/1979 (09:00),-126.888,46.4097,5539.18
01/08/1979 (09:00),-126.48,46.4855,5541.18
01/08/1979 (09:00),-126.07,46.5598,5543.18
01/08/1979 (09:00),-125.66,46.6325,5545.18
01/08/1979 (09:00),-125.248,46.7037,5546.68
01/08/1979 (09:00),-124.835,46.7733,5548.18
01/08/1979 (09:00),-124.421,46.8414,5549.68
01/08/1979 (09:00),-124.005,46.9079,5550.68
01/08/1979 (09:00),-123.589,46.9728,5551.68
01/08/1979 (09:00),-123.172,47.0362,5552.18
01/08/1979 (09:00),-122.753,47.0979,5552.68
01/08/1979 (09:00),-122.334,47.1581,5552.18
01/08/1979 (09:00),-121.914,47.2166,5552.68
01/08/1979 (09:00),-121.492,47.2736,5553.18
01/08/1979 (09:00),-121.07,47.3289,5553.18
01/08/1979 (09:00),-120.647,47.3827,5553.18
01/08/1979 (09:00),-120.223,47.4348,5553.68
01/08/1979 (09:00),-119.798,47.4853,5553.68
01/08/1979 (09:00),-119.373,47.5341,5553.68
01/08/1979 (09:00),-118.946,47.5813,5553.68
01/08/1979 (09:00),-118.519,47.6269,5552.68
01/08/1979 (09:00),-118.091,47.6708,5551.68
01/08/1979 (09:00),-117.662,47.7131,5550.18
01/08/1979 (09:00),-117.232,47.7537,5548.18
01/08/1979 (09:00),-116.802,47.7926,5546.18
01/08/1979 (09:00),-116.371,47.8299,5542.68
01/08/1979 (09:00),-115.94,47.8656,5539.18
01/08/1979 (09:00),-115.508,47.8995,5536.18
01/08/1979 (09:00),-115.075,47.9318,5532.18
01/08/1979 (09:00),-114.642,47.9624,5528.68
01/08/1979 (09:00),-114.208,47.9913,5524.68
01/08/1979 (09:00),-113.774,48.0185,5519.68
01/08/1979 (09:00),-113.34,48.0441,5514.68
01/08/1979 (09:00),-129.837,46.1146,5522.68
01/08/1979 (09:00),-129.436,46.2014,5525.18
01/08/1979 (09:00),-129.033,46.2868,5527.68
01/08/1979 (09:00),-128.629,46.3706,5529.68
01/08/1979 (09:00),-128.224,46.4529,5531.68
01/08/1979 (09:00),-127.817,46.5338,5534.18
01/08/1979 (09:00),-127.409,46.6131,5535.68
01/08/1979 (09:00),-127,46.6908,5538.18
01/08/1979 (09:00),-126.589,46.7671,5539.68
01/08/1979 (09:00),-126.178,46.8418,5541.68
01/08/1979 (09:00),-125.765,46.9149,5543.68
01/08/1979 (09:00),-125.351,46.9865,5545.68
01/08/1979 (09:00),-124.936,47.0566,5546.68
01/08/1979 (09:00),-124.519,47.125,5548.18
01/08/1979 (09:00),-124.102,47.1919,5549.18
01/08/1979 (09:00),-123.684,47.2572,5550.18
01/08/1979 (09:00),-123.264,47.3209,5550.68
01/08/1979 (09:00),-122.843,47.383,5550.68
01/08/1979 (09:00),-122.422,47.4436,5551.18
01/08/1979 (09:00),-121.999,47.5025,5551.18
01/08/1979 (09:00),-121.576,47.5598,5551.68
01/08/1979 (09:00),-121.151,47.6154,5552.18
01/08/1979 (09:00),-120.726,47.6695,5552.18
01/08/1979 (09:00),-120.299,47.7219,5552.68
01/08/1979 (09:00),-119.872,47.7727,5552.68
01/08/1979 (09:00),-119.444,47.8218,5552.18
01/08/1979 (09:00),-119.015,47.8693,5551.68
01/08/1979 (09:00),-118.586,47.9151,5551.18
01/08/1979 (09:00),-118.155,47.9593,5549.68
01/08/1979 (09:00),-117.724,48.0018,5548.18
01/08/1979 (09:00),-117.292,48.0427,5546.18
01/08/1979 (09:00),-116.859,48.0819,5543.18
01/08/1979 (09:00),-116.426,48.1194,5540.18
01/08/1979 (09:00),-115.992,48.1552,5536.68
01/08/1979 (09:00),-115.558,48.1894,5533.18
01/08/1979 (09:00),-115.122,48.2219,5529.68
01/08/1979 (09:00),-114.687,48.2526,5525.68
01/08/1979 (09:00),-114.251,48.2817,5521.18
01/08/1979 (09:00),-113.814,48.3091,5516.68
01/08/1979 (09:00),-113.377,48.3348,5511.68
01/08/1979 (09:00),-129.964,46.3924,5522.68
01/08/1979 (09:00),-129.561,46.4797,5524.68
01/08/1979 (09:00),-129.156,46.5655,5527.18
01/08/1979 (09:00),-128.75,46.6498,5528.68
01/08/1979 (09:00),-128.343,46.7327,5530.68
01/08/1979 (09:00),-127.934,46.8139,5532.68
01/08/1979 (09:00),-127.524,46.8937,5534.68
01/08/1979 (09:00),-127.113,46.9719,5536.68
01/08/1979 (09:00),-126.7,47.0486,5538.68
01/08/1979 (09:00),-126.286,47.1237,5540.18
01/08/1979 (09:00),-125.871,47.1973,5542.18
01/08/1979 (09:00),-125.455,47.2693,5543.68
01/08/1979 (09:00),-125.038,47.3398,5545.18
01/08/1979 (09:00),-124.619,47.4086,5546.68
01/08/1979 (09:00),-124.2,47.4759,5547.68
01/08/1979 (09:00),-123.779,47.5416,5548.18
01/08/1979 (09:00),-123.357,47.6057,5548.68
01/08/1979 (09:00),-122.935,47.6682,5549.18
01/08/1979 (09:00),-122.511,47.729,5549.18
01/08/1979 (09:00),-122.086,47.7883,5549.68
01/08/1979 (09:00),-121.66,47.8459,5550.18
01/08/1979 (09:00),-121.233,47.9019,5550.68
01/08/1979 (09:00),-120.805,47.9563,5551.18
01/08/1979 (09:00),-120.377,48.009,5551.18
01/08/1979 (09:00),-119.947,48.0601,5551.68
01/08/1979 (09:00),-119.516,48.1095,5551.18
01/08/1979 (09:00),-119.085,48.1573,5550.68
01/08/1979 (09:00),-118.653,48.2034,5549.18
01/08/1979 (09:00),-118.22,48.2478,5547.68
01/08/1979 (09:00),-117.787,48.2906,5546.18
01/08/1979 (09:00),-117.352,48.3317,5543.18
01/08/1979 (09:00),-116.917,48.3711,5540.68
01/08/1979 (09:00),-116.481,48.4089,5537.68
01/08/1979 (09:00),-116.045,48.4449,5534.18
01/08/1979 (09:00),-115.608,48.4793,5530.68
01/08/1979 (09:00),-115.17,48.5119,5526.68
01/08/1979 (09:00),-114.732,48.5429,5522.68
01/08/1979 (09:00),-114.293,48.5722,5518.18
01/08/1979 (09:00),-113.854,48.5997,5513.68
01/08/1979 (09:00),-113.414,48.6256,5509.18
01/08/1979 (09:00),-130.093,46.6701,5522.18
01/08/1979 (09:00),-129.687,46.7579,5524.18
01/08/1979 (09:00),-129.281,46.8442,5526.18
01/08/1979 (09:00),-128.872,46.929,5528.18
01/08/1979 (09:00),-128.463,47.0123,5530.18
01/08/1979 (09:00),-128.052,47.0941,5531.68
01/08/1979 (09:00),-127.64,47.1743,5533.68
01/08/1979 (09:00),-127.227,47.253,5535.68
01/08/1979 (09:00),-126.812,47.3301,5537.18
01/08/1979 (09:00),-126.396,47.4057,5539.18
01/08/1979 (09:00),-125.979,47.4797,5541.18
01/08/1979 (09:00),-125.561,47.5521,5542.68
01/08/1979 (09:00),-125.141,47.6229,5543.68
01/08/1979 (09:00),-124.721,47.6922,5544.68
01/08/1979 (09:00),-124.299,47.7599,5545.68
01/08/1979 (09:00),-123.876,47.8259,5546.18
01/08/1979 (09:00),-123.452,47.8904,5546.68
01/08/1979 (09:00),-123.027,47.9533,5547.18
01/08/1979 (09:00),-122.6,48.0145,5548.18
01/08/1979 (09:00),-122.173,48.0741,5548.18
01/08/1979 (09:00),-121.745,48.1321,5548.68
01/08/1979 (09:00),-121.316,48.1884,5549.18
01/08/1979 (09:00),-120.886,48.2431,5549.68
01/08/1979 (09:00),-120.455,48.2961,5550.18
01/08/1979 (09:00),-120.023,48.3475,5550.18
01/08/1979 (09:00),-119.59,48.3972,5549.68
01/08/1979 (09:00),-119.156,48.4453,5548.68
01/08/1979 (09:00),-118.721,48.4917,5547.18
01/08/1979 (09:00),-118.286,48.5364,5545.18
01/08/1979 (09:00),-117.85,48.5794,5543.18
01/08/1979 (09:00),-117.413,48.6207,5540.68
01/08/1979 (09:00),-116.975,48.6604,5537.68
01/08/1979 (09:00),-116.537,48.6984,5534.68
01/08/1979 (09:00),-116.098,48.7346,5531.18
01/08/1979 (09:00),-115.659,48.7692,5527.68
01/08/1979 (09:00),-115.219,48.8021,5523.68
01/08/1979 (09:00),-114.778,48.8332,5519.68
01/08/1979 (09:00),-114.336,48.8626,5515.18
01/08/1979 (09:00),-113.895,48.8904,5510.68
01/08/1979 (09:00),-113.452,48.9164,5506.68
01/08/1979 (09:00),-130.222,46.9477,5521.68
01/08/1979 (09:00),-129.815,47.0361,5523.68
01/08/1979 (09:00),-129.406,47.1229,5525.18
01/08/1979 (09:00),-128.996,47.2081,5527.18
01/08/1979 (09:00),-128.585,47.2919,5529.18
01/08/1979 (09:00),-128.172,47.3741,5530.68
01/08/1979 (09:00),-127.758,47.4548,5532.68
01/08/1979 (09:00),-127.342,47.5339,5534.18
01/08/1979 (09:00),-126.925,47.6115,5536.18
01/08/1979 (09:00),-126.507,47.6875,5538.18
01/08/1979 (09:00),-126.088,47.762,5539.68
01/08/1979 (09:00),-125.668,47.8348,5541.18
01/08/1979 (09:00),-125.246,47.9061,5542.18
01/08/1979 (09:00),-124.823,47.9757,5543.18
01/08/1979 (09:00),-124.399,48.0438,5544.18
01/08/1979 (09:00),-123.974,48.1103,5544.68
01/08/1979 (09:00),-123.547,48.1751,5545.18
01/08/1979 (09:00),-123.12,48.2383,5545.68
01/08/1979 (09:00),-122.691,48.2999,5546.68
01/08/1979 (09:00),-122.262,48.3599,5547.18
01/08/1979 (09:00),-121.831,48.4182,5547.68
01/08/1979 (09:00),-121.4,48.4748,5548.18
01/08/1979 (09:00),-120.967,48.5299,5548.68
01/08/1979 (09:00),-120.534,48.5832,5548.68
01/08/1979 (09:00),-120.099,48.6349,5548.68
01/08/1979 (09:00),-119.664,48.6849,5547.68
01/08/1979 (09:00),-119.228,48.7332,5546.68
01/08/1979 (09:00),-118.791,48.7799,5545.18
01/08/1979 (09:00),-118.353,48.8249,5543.18
01/08/1979 (09:00),-117.914,48.8682,5540.68
01/08/1979 (09:00),-117.475,48.9098,5538.18
01/08/1979 (09:00),-117.035,48.9497,5535.18
01/08/1979 (09:00),-116.594,48.9879,5531.68
01/08/1979 (09:00),-116.152,49.0243,5528.18
01/08/1979 (09:00),-115.71,49.0591,5524.68
01/08/1979 (09:00),-115.267,49.0922,5520.68
01/08/1979 (09:00),-114.824,49.1235,5516.18
01/08/1979 (09:00),-114.38,49.1531,5512.18
01/08/1979 (09:00),-113.936,49.181,5507.68
01/08/1979 (09:00),-113.491,49.2072,5503.68
01/08/1979 (09:00),-130.354,47.2253,5520.68
01/08/1979 (09:00),-129.944,47.3141,5522.68
01/08/1979 (09:00),-129.533,47.4014,5524.68
01/08/1979 (09:00),-129.121,47.4872,5526.68
01/08/1979 (09:00),-128.708,47.5714,5528.18
01/08/1979 (09:00),-128.293,47.6541,5529.68
01/08/1979 (09:00),-127.877,47.7353,5531.68
01/08/1979 (09:00),-127.459,47.8149,5533.18
01/08/1979 (09:00),-127.04,47.8929,5535.18
01/08/1979 (09:00),-126.62,47.9693,5536.68
01/08/1979 (09:00),-126.198,48.0442,5538.18
01/08/1979 (09:00),-125.776,48.1175,5539.68
01/08/1979 (09:00),-125.352,48.1892,5540.68
01/08/1979 (09:00),-124.926,48.2592,5541.68
01/08/1979 (09:00),-124.5,48.3277,5542.68
01/08/1979 (09:00),-124.073,48.3945,5543.68
01/08/1979 (09:00),-123.644,48.4598,5544.18
01/08/1979 (09:00),-123.214,48.5234,5545.18
01/08/1979 (09:00),-122.783,48.5853,5545.68
01/08/1979 (09:00),-122.351,48.6456,5546.18
01/08/1979 (09:00),-121.918,48.7043,5546.68
01/08/1979 (09:00),-121.484,48.7613,5547.18
01/08/1979 (09:00),-121.049,48.8166,5547.68
01/08/1979 (09:00),-120.613,48.8703,5547.18
01/08/1979 (09:00),-120.176,48.9223,5546.68
01/08/1979 (09:00),-119.739,48.9726,5546.18
01/08/1979 (09:00),-119.3,49.0212,5544.68
01/08/1979 (09:00),-118.86,49.0682,5542.68
01/08/1979 (09:00),-118.42,49.1134,5540.68
01/08/1979 (09:00),-117.979,49.157,5538.18
01/08/1979 (09:00),-117.537,49.1988,5535.18
01/08/1979 (09:00),-117.094,49.2389,5532.18
01/08/1979 (09:00),-116.651,49.2773,5528.68
01/08/1979 (09:00),-116.207,49.3141,5525.18
01/08/1979 (09:00),-115.762,49.349,5521.68
01/08/1979 (09:00),-115.317,49.3823,5517.68
01/08/1979 (09:00),-114.871,49.4138,5513.18
01/08/1979 (09:00),-114.424,49.4436,5509.18
01/08/1979 (09:00),-113.977,49.4717,5505.18
01/08/1979 (09:00),-113.53,49.498,5500.68
01/08/1979 (09:00),-130.486,47.5027,5519.68
01/08/1979 (09:00),-130.075,47.5921,5521.68
01/08/1979 (09:00),-129.662,47.6799,5523.68
01/08/1979 (09:00),-129.248,47.7661,5525.68
01/08/1979 (09:00),-128.832,47.8509,5527.18
01/08/1979 (09:00),-128.415,47.934,5529.18
01/08/1979 (09:00),-127.997,48.0157,5530.68
01/08/1979 (09:00),-127.577,48.0957,5532.18
01/08/1979 (09:00),-127.156,48.1742,5534.18
01/08/1979 (09:00),-126.733,48.2511,5535.18
01/08/1979 (09:00),-126.31,48.3264,5536.68
01/08/1979 (09:00),-125.885,48.4001,5538.18
01/08/1979 (09:00),-125.458,48.4722,5539.68
01/08/1979 (09:00),-125.031,48.5427,5540.68
01/08/1979 (09:00),-124.602,48.6115,5541.68
01/08/1979 (09:00),-124.173,48.6788,5542.68
01/08/1979 (09:00),-123.742,48.7444,5543.68
01/08/1979 (09:00),-123.309,48.8083,5544.68
01/08/1979 (09:00),-122.876,48.8707,5545.18
01/08/1979 (09:00),-122.442,48.9313,5545.68
01/08/1979 (09:00),-122.006,48.9903,5546.18
01/08/1979 (09:00),-121.57,49.0477,5546.68
01/08/1979 (09:00),-121.133,49.1033,5546.68
01/08/1979 (09:00),-120.694,49.1573,5546.18
01/08/1979 (09:00),-120.255,49.2096,5545.18
01/08/1979 (09:00),-119.815,49.2602,5544.18
01/08/1979 (09:00),-119.373,49.3092,5542.68
01/08/1979 (09:00),-118.931,49.3564,5540.68
01/08/1979 (09:00),-118.488,49.4019,5538.18
01/08/1979 (09:00),-118.045,49.4457,5535.68
01/08/1979 (09:00),-117.6,49.4878,5532.68
01/08/1979 (09:00),-117.155,49.5282,5529.18
01/08/1979 (09:00),-116.709,49.5668,5525.68
01/08/1979 (09:00),-116.262,49.6038,5522.18
01/08/1979 (09:00),-115.815,49.6389,5518.18
01/08/1979 (09:00),-115.367,49.6724,5514.68
01/08/1979 (09:00),-114.918,49.7041,5510.68
01/08/1979 (09:00),-114.469,49.7341,5506.68
01/08/1979 (09:00),-114.019,49.7623,5502.18
01/08/1979 (09:00),-113.569,49.7888,5498.18
01/08/1979 (09:00),-130.62,47.7801,5519.18
01/08/1979 (09:00),-130.207,47.8699,5521.18
01/08/1979 (09:00),-129.792,47.9582,5523.18
01/08/1979 (09:00),-129.376,48.045,5524.68
01/08/1979 (09:00),-128.958,48.1302,5526.68
01/08/1979 (09:00),-128.539,48.2139,5528.18
01/08/1979 (09:00),-128.118,48.296,5529.68
01/08/1979 (09:00),-127.696,48.3765,5531.68
01/08/1979 (09:00),-127.273,48.4554,5533.18
01/08/1979 (09:00),-126.848,48.5327,5534.68
01/08/1979 (09:00),-126.422,48.6085,5535.68
01/08/1979 (09:00),-125.995,48.6826,5537.18
01/08/1979 (09:00),-125.567,48.7551,5538.68
01/08/1979 (09:00),-125.137,48.826,5540.18
01/08/1979 (09:00),-124.706,48.8953,5541.18
01/08/1979 (09:00),-124.274,48.9629,5542.18
01/08/1979 (09:00),-123.84,49.0289,5543.18
01/08/1979 (09:00),-123.406,49.0933,5544.18
01/08/1979 (09:00),-122.97,49.156,5544.68
01/08/1979 (09:00),-122.533,49.217,5545.18
01/08/1979 (09:00),-122.096,49.2763,5545.68
01/08/1979 (09:00),-121.657,49.334,5545.68
01/08/1979 (09:00),-121.217,49.39,5545.68
01/08/1979 (09:00),-120.776,49.4443,5545.18
01/08/1979 (09:00),-120.334,49.4969,5544.18
01/08/1979 (09:00),-119.891,49.5479,5542.18
01/08/1979 (09:00),-119.447,49.5971,5540.68
01/08/1979 (09:00),-119.003,49.6446,5538.18
01/08/1979 (09:00),-118.557,49.6904,5535.68
01/08/1979 (09:00),-118.111,49.7344,5532.68
01/08/1979 (09:00),-117.664,49.7768,5529.68
01/08/1979 (09:00),-117.216,49.8174,5526.18
01/08/1979 (09:00),-116.768,49.8563,5522.68
01/08/1979 (09:00),-116.318,49.8934,5519.18
01/08/1979 (09:00),-115.868,49.9288,5515.18
01/08/1979 (09:00),-115.418,49.9625,5511.18
01/08/1979 (09:00),-114.966,49.9944,5507.18
01/08/1979 (09:00),-114.514,50.0246,5503.18
01/08/1979 (09:00),-114.062,50.053,5498.68
01/08/1979 (09:00),-113.609,50.0796,5494.68
01/08/1979 (09:00),-130.756,48.0573,5518.68
01/08/1979 (09:00),-130.34,48.1477,5520.68
01/08/1979 (09:00),-129.923,48.2365,5522.68
01/08/1979 (09:00),-129.505,48.3238,5524.18
01/08/1979 (09:00),-129.085,48.4095,5526.18
01/08/1979 (09:00),-128.664,48.4936,5527.68
01/08/1979 (09:00),-128.241,48.5762,5529.18
01/08/1979 (09:00),-127.817,48.6572,5530.68
01/08/1979 (09:00),-127.391,48.7365,5532.18
01/08/1979 (09:00),-126.965,48.8143,5533.68
01/08/1979 (09:00),-126.536,48.8905,5535.18
01/08/1979 (09:00),-126.107,48.9651,5536.68
01/08/1979 (09:00),-125.676,49.038,5538.18
01/08/1979 (09:00),-125.244,49.1093,5539.68
01/08/1979 (09:00),-124.811,49.179,5540.68
01/08/1979 (09:00),-124.376,49.2471,5542.18
01/08/1979 (09:00),-123.94,49.3134,5543.18
01/08/1979 (09:00),-123.503,49.3782,5544.18
01/08/1979 (09:00),-123.065,49.4412,5544.68
01/08/1979 (09:00),-122.626,49.5026,5544.68
01/08/1979 (09:00),-122.186,49.5623,5545.18
01/08/1979 (09:00),-121.744,49.6203,5545.18
01/08/1979 (09:00),-121.302,49.6767,5544.68
01/08/1979 (09:00),-120.859,49.7313,5543.68
01/08/1979 (09:00),-120.414,49.7842,5542.68
01/08/1979 (09:00),-119.969,49.8354,5540.68
01/08/1979 (09:00),-119.523,49.885,5538.68
01/08/1979 (09:00),-119.075,49.9327,5536.18
01/08/1979 (09:00),-118.627,49.9788,5533.18
01/08/1979 (09:00),-118.178,50.0231,5530.18
01/08/1979 (09:00),-117.729,50.0658,5526.68
01/08/1979 (09:00),-117.278,50.1066,5523.68
01/08/1979 (09:00),-116.827,50.1457,5519.68
01/08/1979 (09:00),-116.375,50.1831,5516.18
01/08/1979 (09:00),-115.922,50.2187,5512.18
01/08/1979 (09:00),-115.469,50.2526,5508.18
01/08/1979 (09:00),-115.015,50.2847,5504.18
01/08/1979 (09:00),-114.56,50.315,5499.68
01/08/1979 (09:00),-114.105,50.3436,5495.18
01/08/1979 (09:00),-113.65,50.3704,5490.68
01/08/1979 (09:00),-130.893,48.3344,5518.68
01/08/1979 (09:00),-130.475,48.4253,5520.68
01/08/1979 (09:00),-130.056,48.5146,5522.18
01/08/1979 (09:00),-129.636,48.6024,5524.18
01/08/1979 (09:00),-129.214,48.6886,5525.68
01/08/1979 (09:00),-128.79,48.7732,5527.18
01/08/1979 (09:00),-128.365,48.8563,5528.68
01/08/1979 (09:00),-127.939,48.9377,5530.18
01/08/1979 (09:00),-127.511,49.0176,5531.68
01/08/1979 (09:00),-127.082,49.0958,5532.68
01/08/1979 (09:00),-126.652,49.1725,5534.18
01/08/1979 (09:00),-126.22,49.2475,5536.18
01/08/1979 (09:00),-125.787,49.3208,5537.68
01/08/1979 (09:00),-125.352,49.3926,5539.18
01/08/1979 (09:00),-124.917,49.4627,5540.18
01/08/1979 (09:00),-124.48,49.5311,5541.68
01/08/1979 (09:00),-124.041,49.5979,5543.18
01/08/1979 (09:00),-123.602,49.663,5543.68
01/08/1979 (09:00),-123.162,49.7264,5544.18
01/08/1979 (09:00),-122.72,49.7881,5544.18
01/08/1979 (09:00),-122.277,49.8482,5544.18
01/08/1979 (09:00),-121.833,49.9066,5544.18
01/08/1979 (09:00),-121.388,49.9632,5543.18
01/08/1979 (09:00),-120.942,50.0182,5542.18
01/08/1979 (09:00),-120.495,50.0715,5540.68
01/08/1979 (09:00),-120.047,50.123,5538.68
01/08/1979 (09:00),-119.599,50.1728,5536.18
01/08/1979 (09:00),-119.149,50.2209,5533.68
01/08/1979 (09:00),-118.698,50.2672,5530.68
01/08/1979 (09:00),-118.246,50.3118,5527.68
01/08/1979 (09:00),-117.794,50.3547,5523.68
01/08/1979 (09:00),-117.341,50.3958,5520.68
01/08/1979 (09:00),-116.887,50.4351,5516.68
01/08/1979 (09:00),-116.432,50.4727,5512.68
01/08/1979 (09:00),-115.977,50.5086,5508.68
01/08/1979 (09:00),-115.521,50.5426,5504.68
01/08/1979 (09:00),-115.064,50.5749,5500.68
01/08/1979 (09:00),-114.607,50.6055,5496.18
01/08/1979 (09:00),-114.149,50.6342,5491.68
01/08/1979 (09:00),-113.69,50.6612,5487.18
01/08/1979 (09:00),-131.032,48.6114,5518.68
01/08/1979 (09:00),-130.612,48.7028,5520.68
01/08/1979 (09:00),-130.191,48.7927,5522.18
01/08/1979 (09:00),-129.768,48.8809,5523.68
01/08/1979 (09:00),-129.344,48.9676,5525.18
01/08/1979 (09:00),-128.918,49.0527,5527.18
01/08/1979 (09:00),-128.491,49.1363,5528.68
01/08/1979 (09:00),-128.063,49.2182,5529.68
01/08/1979 (09:00),-127.633,49.2985,5531.18
01/08/1979 (09:00),-127.201,49.3772,5532.18
01/08/1979 (09:00),-126.768,49.4543,5534.18
01/08/1979 (09:00),-126.334,49.5297,5535.68
01/08/1979 (09:00),-125.899,49.6035,5537.18
01/08/1979 (09:00),-125.462,49.6757,5538.68
01/08/1979 (09:00),-125.024,49.7462,5540.18
01/08/1979 (09:00),-124.584,49.815,5541.68
01/08/1979 (09:00),-124.144,49.8822,5542.68
01/08/1979 (09:00),-123.702,49.9477,5543.18
01/08/1979 (09:00),-123.259,50.0115,5543.68
01/08/1979 (09:00),-122.815,50.0736,5543.18
01/08/1979 (09:00),-122.369,50.134,5543.18
01/08/1979 (09:00),-121.923,50.1928,5542.68
01/08/1979 (09:00),-121.476,50.2498,5541.68
01/08/1979 (09:00),-121.027,50.3051,5540.68
01/08/1979 (09:00),-120.577,50.3586,5538.68
01/08/1979 (09:00),-120.127,50.4105,5536.68
01/08/1979 (09:00),-119.675,50.4606,5534.18
01/08/1979 (09:00),-119.223,50.5089,5531.18
01/08/1979 (09:00),-118.77,50.5556,5528.18
01/08/1979 (09:00),-118.315,50.6004,5524.68
01/08/1979 (09:00),-117.86,50.6435,5520.68
01/08/1979 (09:00),-117.404,50.6849,5517.18
01/08/1979 (09:00),-116.948,50.7245,5513.18
01/08/1979 (09:00),-116.49,50.7623,5509.68
01/08/1979 (09:00),-116.032,50.7984,5505.68
01/08/1979 (09:00),-115.573,50.8326,5501.18
01/08/1979 (09:00),-115.114,50.8651,5496.68
01/08/1979 (09:00),-114.654,50.8959,5492.68
01/08/1979 (09:00),-114.193,50.9248,5487.68
01/08/1979 (09:00),-113.732,50.9519,5483.18
01/08/1979 (09:00),-131.172,48.8883,5518.68
01/08/1979 (09:00),-130.75,48.9802,5520.18
01/08/1979 (09:00),-130.327,49.0706,5522.18
01/08/1979 (09:00),-129.902,49.1593,5524.18
01/08/1979 (09:00),-129.476,49.2465,5525.18
01/08/1979 (09:00),-129.048,49.3321,5527.18
01/08/1979 (09:00),-128.618,49.4162,5528.18
01/08/1979 (09:00),-128.187,49.4986,5529.68
01/08/1979 (09:00),-127.755,49.5793,5531.18
01/08/1979 (09:00),-127.321,49.6585,5532.18
01/08/1979 (09:00),-126.886,49.736,5534.18
01/08/1979 (09:00),-126.45,49.8119,5535.68
01/08/1979 (09:00),-126.012,49.8862,5537.18
01/08/1979 (09:00),-125.573,49.9587,5538.68
01/08/1979 (09:00),-125.132,50.0297,5540.68
01/08/1979 (09:00),-124.69,50.0989,5541.68
01/08/1979 (09:00),-124.247,50.1665,5542.68
01/08/1979 (09:00),-123.803,50.2323,5543.18
01/08/1979 (09:00),-123.358,50.2965,5543.18
01/08/1979 (09:00),-122.911,50.359,5543.18
01/08/1979 (09:00),-122.463,50.4198,5542.68
01/08/1979 (09:00),-122.014,50.4789,5542.18
01/08/1979 (09:00),-121.564,50.5362,5540.68
01/08/1979 (09:00),-121.113,50.5918,5539.18
01/08/1979 (09:00),-120.661,50.6457,5537.18
01/08/1979 (09:00),-120.207,50.6979,5534.68
