time,lon,lat,H500
01/07/1979 (00:00),-124.254,40.018,5599.68
01/07/1979 (00:00),-123.888,40.0831,5598.68
01/07/1979 (00:00),-123.521,40.1469,5598.68
01/07/1979 (00:00),-123.153,40.2093,5597.18
01/07/1979 (00:00),-122.784,40.2703,5595.18
01/07/1979 (00:00),-122.415,40.3299,5593.18
01/07/1979 (00:00),-122.044,40.3881,5589.68
01/07/1979 (00:00),-121.673,40.445,5587.18
01/07/1979 (00:00),-121.302,40.5005,5583.68
01/07/1979 (00:00),-120.929,40.5545,5580.68
01/07/1979 (00:00),-120.556,40.6072,5577.68
01/07/1979 (00:00),-120.182,40.6585,5575.18
01/07/1979 (00:00),-119.808,40.7083,5572.18
01/07/1979 (00:00),-119.433,40.7567,5568.68
01/07/1979 (00:00),-119.057,40.8037,5565.18
01/07/1979 (00:00),-118.681,40.8493,5562.18
01/07/1979 (00:00),-118.304,40.8934,5558.68
01/07/1979 (00:00),-117.926,40.9361,5554.68
01/07/1979 (00:00),-117.548,40.9774,5551.68
01/07/1979 (00:00),-117.169,41.0173,5548.18
01/07/1979 (00:00),-116.79,41.0556,5544.18
01/07/1979 (00:00),-116.411,41.0926,5540.18
01/07/1979 (00:00),-116.03,41.1281,5536.18
01/07/1979 (00:00),-115.65,41.1621,5532.68
01/07/1979 (00:00),-115.269,41.1947,5528.68
01/07/1979 (00:00),-114.887,41.2258,5524.68
01/07/1979 (00:00),-114.505,41.2555,5521.18
01/07/1979 (00:00),-114.123,41.2837,5516.68
01/07/1979 (00:00),-113.74,41.3104,5512.18
01/07/1979 (00:00),-113.357,41.3356,5507.18
01/07/1979 (00:00),-112.974,41.3594,5502.68
01/07/1979 (00:00),-112.59,41.3817,5497.68
01/07/1979 (00:00),-127.252,39.7256,5591.68
01/07/1979 (00:00),-126.891,39.8019,5593.18
01/07/1979 (00:00),-126.529,39.8768,5594.18
01/07/1979 (00:00),-126.167,39.9504,5594.68
01/07/1979 (00:00),-125.803,40.0227,5595.18
01/07/1979 (00:00),-125.439,40.0936,5595.68
01/07/1979 (00:00),-125.073,40.1632,5596.18
01/07/1979 (00:00),-124.707,40.2314,5596.68
01/07/1979 (00:00),-124.34,40.2982,5595.68
01/07/1979 (00:00),-123.972,40.3637,5594.68
01/07/1979 (00:00),-123.603,40.4278,5595.18
01/07/1979 (00:00),-123.234,40.4906,5594.68
01/07/1979 (00:00),-122.863,40.5519,5593.18
01/07/1979 (00:00),-122.492,40.6119,5590.18
01/07/1979 (00:00),-122.12,40.6705,5587.68
01/07/1979 (00:00),-121.748,40.7277,5585.18
01/07/1979 (00:00),-121.374,40.7835,5582.18
01/07/1979 (00:00),-121,40.8378,5579.18
01/07/1979 (00:00),-120.625,40.8908,5576.18
01/07/1979 (00:00),-120.249,40.9424,5573.18
01/07/1979 (00:00),-119.873,40.9925,5570.18
01/07/1979 (00:00),-119.496,41.0412,5567.68
01/07/1979 (00:00),-119.118,41.0885,5564.18
01/07/1979 (00:00),-118.74,41.1343,5560.68
01/07/1979 (00:00),-118.361,41.1787,5557.68
01/07/1979 (00:00),-117.982,41.2217,5554.18
01/07/1979 (00:00),-117.602,41.2632,5550.68
01/07/1979 (00:00),-117.221,41.3032,5547.18
01/07/1979 (00:00),-116.84,41.3419,5543.68
01/07/1979 (00:00),-116.459,41.379,5540.18
01/07/1979 (00:00),-116.077,41.4147,5536.18
01/07/1979 (00:00),-115.694,41.4489,5532.18
01/07/1979 (00:00),-115.311,41.4817,5527.68
01/07/1979 (00:00),-114.928,41.513,5523.68
01/07/1979 (00:00),-114.544,41.5428,5519.68
01/07/1979 (00:00),-114.16,41.5712,5515.18
01/07/1979 (00:00),-113.775,41.5981,5510.18
01/07/1979 (00:00),-113.39,41.6235,5504.68
01/07/1979 (00:00),-113.005,41.6474,5499.18
01/07/1979 (00:00),-112.619,41.6698,5493.68
01/07/1979 (00:00),-127.352,40.0028,5589.18
01/07/1979 (00:00),-126.99,40.0794,5590.18
01/07/1979 (00:00),-126.627,40.1548,5591.18
01/07/1979 (00:00),-126.262,40.2288,5591.68
01/07/1979 (00:00),-125.897,40.3015,5592.68
01/07/1979 (00:00),-125.531,40.3728,5593.18
01/07/1979 (00:00),-125.164,40.4428,5593.18
01/07/1979 (00:00),-124.796,40.5114,5593.18
01/07/1979 (00:00),-124.427,40.5786,5592.68
01/07/1979 (00:00),-124.058,40.6445,5592.68
01/07/1979 (00:00),-123.687,40.7089,5592.18
01/07/1979 (00:00),-123.316,40.772,5591.68
01/07/1979 (00:00),-122.944,40.8338,5590.18
01/07/1979 (00:00),-122.571,40.8941,5588.18
01/07/1979 (00:00),-122.197,40.953,5585.68
01/07/1979 (00:00),-121.822,41.0105,5582.68
01/07/1979 (00:00),-121.447,41.0666,5580.18
01/07/1979 (00:00),-121.071,41.1213,5577.68
01/07/1979 (00:00),-120.694,41.1746,5575.18
01/07/1979 (00:00),-120.317,41.2264,5572.18
01/07/1979 (00:00),-119.939,41.2768,5569.18
01/07/1979 (00:00),-119.56,41.3258,5566.18
01/07/1979 (00:00),-119.181,41.3734,5563.18
01/07/1979 (00:00),-118.8,41.4195,5560.18
01/07/1979 (00:00),-118.42,41.4641,5556.18
01/07/1979 (00:00),-118.038,41.5073,5553.68
01/07/1979 (00:00),-117.657,41.5491,5550.18
01/07/1979 (00:00),-117.274,41.5894,5546.68
01/07/1979 (00:00),-116.891,41.6282,5543.18
01/07/1979 (00:00),-116.508,41.6656,5539.18
01/07/1979 (00:00),-116.124,41.7015,5535.18
01/07/1979 (00:00),-115.739,41.7359,5531.18
01/07/1979 (00:00),-115.354,41.7689,5526.68
01/07/1979 (00:00),-114.969,41.8004,5522.18
01/07/1979 (00:00),-114.583,41.8304,5517.68
01/07/1979 (00:00),-114.197,41.8589,5512.68
01/07/1979 (00:00),-113.81,41.8859,5507.18
01/07/1979 (00:00),-113.423,41.9115,5502.18
01/07/1979 (00:00),-113.036,41.9356,5495.68
01/07/1979 (00:00),-112.648,41.9581,5489.18
01/07/1979 (00:00),-127.454,40.28,5586.18
01/07/1979 (00:00),-127.09,40.3571,5587.18
01/07/1979 (00:00),-126.725,40.4329,5588.18
01/07/1979 (00:00),-126.359,40.5073,5588.68
01/07/1979 (00:00),-125.992,40.5804,5589.18
01/07/1979 (00:00),-125.624,40.6521,5590.18
01/07/1979 (00:00),-125.256,40.7225,5590.68
01/07/1979 (00:00),-124.886,40.7915,5590.18
01/07/1979 (00:00),-124.515,40.8591,5590.18
01/07/1979 (00:00),-124.144,40.9253,5588.68
01/07/1979 (00:00),-123.772,40.9902,5588.68
01/07/1979 (00:00),-123.399,41.0537,5589.18
01/07/1979 (00:00),-123.025,41.1157,5587.68
01/07/1979 (00:00),-122.65,41.1764,5585.68
01/07/1979 (00:00),-122.274,41.2356,5583.18
01/07/1979 (00:00),-121.898,41.2935,5581.18
01/07/1979 (00:00),-121.521,41.3499,5578.68
01/07/1979 (00:00),-121.143,41.4049,5576.18
01/07/1979 (00:00),-120.765,41.4585,5574.18
01/07/1979 (00:00),-120.385,41.5106,5571.18
01/07/1979 (00:00),-120.005,41.5613,5568.18
01/07/1979 (00:00),-119.625,41.6106,5565.18
01/07/1979 (00:00),-119.243,41.6584,5562.18
01/07/1979 (00:00),-118.861,41.7048,5559.18
01/07/1979 (00:00),-118.479,41.7497,5556.18
01/07/1979 (00:00),-118.095,41.7932,5552.68
01/07/1979 (00:00),-117.712,41.8352,5549.68
01/07/1979 (00:00),-117.327,41.8757,5546.18
01/07/1979 (00:00),-116.942,41.9148,5542.18
01/07/1979 (00:00),-116.557,41.9524,5538.18
01/07/1979 (00:00),-116.171,41.9885,5534.18
01/07/1979 (00:00),-115.785,42.0231,5529.68
01/07/1979 (00:00),-115.398,42.0563,5525.18
01/07/1979 (00:00),-115.01,42.0879,5520.18
01/07/1979 (00:00),-114.622,42.1181,5514.68
01/07/1979 (00:00),-114.234,42.1468,5509.68
01/07/1979 (00:00),-113.846,42.174,5503.68
01/07/1979 (00:00),-113.457,42.1997,5497.68
01/07/1979 (00:00),-113.067,42.2239,5491.18
01/07/1979 (00:00),-112.678,42.2466,5484.68
01/07/1979 (00:00),-127.556,40.5573,5582.68
01/07/1979 (00:00),-127.191,40.6349,5584.18
01/07/1979 (00:00),-126.824,40.7111,5585.68
01/07/1979 (00:00),-126.456,40.7859,5586.68
01/07/1979 (00:00),-126.088,40.8594,5586.68
01/07/1979 (00:00),-125.718,40.9316,5587.18
01/07/1979 (00:00),-125.348,41.0023,5587.68
01/07/1979 (00:00),-124.977,41.0717,5588.18
01/07/1979 (00:00),-124.604,41.1397,5587.68
01/07/1979 (00:00),-124.231,41.2063,5586.18
01/07/1979 (00:00),-123.857,41.2716,5585.68
01/07/1979 (00:00),-123.482,41.3354,5586.18
01/07/1979 (00:00),-123.107,41.3978,5585.68
01/07/1979 (00:00),-122.73,41.4588,5584.18
01/07/1979 (00:00),-122.353,41.5184,5582.18
01/07/1979 (00:00),-121.975,41.5766,5580.18
01/07/1979 (00:00),-121.596,41.6334,5577.68
01/07/1979 (00:00),-121.216,41.6887,5575.68
01/07/1979 (00:00),-120.835,41.7426,5572.68
01/07/1979 (00:00),-120.454,41.795,5569.68
01/07/1979 (00:00),-120.072,41.846,5567.18
01/07/1979 (00:00),-119.69,41.8956,5564.68
01/07/1979 (00:00),-119.307,41.9437,5561.68
01/07/1979 (00:00),-118.923,41.9903,5558.68
01/07/1979 (00:00),-118.538,42.0355,5555.18
01/07/1979 (00:00),-118.153,42.0792,5552.18
01/07/1979 (00:00),-117.767,42.1214,5548.68
01/07/1979 (00:00),-117.381,42.1622,5545.18
01/07/1979 (00:00),-116.994,42.2015,5541.68
01/07/1979 (00:00),-116.607,42.2393,5537.18
01/07/1979 (00:00),-116.219,42.2756,5532.68
01/07/1979 (00:00),-115.83,42.3105,5528.18
01/07/1979 (00:00),-115.441,42.3438,5522.68
01/07/1979 (00:00),-115.052,42.3757,5517.18
01/07/1979 (00:00),-114.662,42.406,5511.68
01/07/1979 (00:00),-114.272,42.4349,5505.68
01/07/1979 (00:00),-113.881,42.4622,5499.18
01/07/1979 (00:00),-113.49,42.4881,5492.68
01/07/1979 (00:00),-113.099,42.5124,5485.68
01/07/1979 (00:00),-112.707,42.5352,5479.18
01/07/1979 (00:00),-127.66,40.8348,5579.68
01/07/1979 (00:00),-127.292,40.9128,5581.68
01/07/1979 (00:00),-126.924,40.9894,5582.68
01/07/1979 (00:00),-126.555,41.0647,5583.68
01/07/1979 (00:00),-126.185,41.1386,5584.18
01/07/1979 (00:00),-125.813,41.2111,5585.18
01/07/1979 (00:00),-125.441,41.2823,5585.18
01/07/1979 (00:00),-125.068,41.3521,5585.18
01/07/1979 (00:00),-124.694,41.4205,5584.68
01/07/1979 (00:00),-124.319,41.4875,5584.18
01/07/1979 (00:00),-123.943,41.5531,5583.68
01/07/1979 (00:00),-123.567,41.6172,5584.18
01/07/1979 (00:00),-123.189,41.68,5583.68
01/07/1979 (00:00),-122.811,41.7414,5582.68
01/07/1979 (00:00),-122.432,41.8013,5580.68
01/07/1979 (00:00),-122.052,41.8598,5579.18
01/07/1979 (00:00),-121.671,41.9169,5577.18
01/07/1979 (00:00),-121.289,41.9726,5575.18
01/07/1979 (00:00),-120.907,42.0268,5572.18
01/07/1979 (00:00),-120.524,42.0795,5569.18
01/07/1979 (00:00),-120.14,42.1308,5566.68
01/07/1979 (00:00),-119.756,42.1806,5563.68
01/07/1979 (00:00),-119.371,42.229,5560.68
01/07/1979 (00:00),-118.985,42.2759,5557.68
01/07/1979 (00:00),-118.598,42.3214,5554.68
01/07/1979 (00:00),-118.211,42.3653,5551.18
01/07/1979 (00:00),-117.824,42.4078,5547.68
01/07/1979 (00:00),-117.435,42.4488,5544.18
01/07/1979 (00:00),-117.046,42.4884,5540.18
01/07/1979 (00:00),-116.657,42.5264,5535.68
01/07/1979 (00:00),-116.267,42.5629,5531.18
01/07/1979 (00:00),-115.877,42.598,5525.68
01/07/1979 (00:00),-115.486,42.6315,5519.68
01/07/1979 (00:00),-115.094,42.6635,5513.68
01/07/1979 (00:00),-114.703,42.6941,5508.18
01/07/1979 (00:00),-114.31,42.7231,5501.68
01/07/1979 (00:00),-113.918,42.7506,5495.18
01/07/1979 (00:00),-113.525,42.7766,5487.68
01/07/1979 (00:00),-113.131,42.8011,5480.68
01/07/1979 (00:00),-112.738,42.8241,5472.68
01/07/1979 (00:00),-127.764,41.1123,5577.18
01/07/1979 (00:00),-127.395,41.1907,5578.68
01/07/1979 (00:00),-127.025,41.2678,5580.18
01/07/1979 (00:00),-126.654,41.3435,5581.18
01/07/1979 (00:00),-126.282,41.4178,5581.68
01/07/1979 (00:00),-125.909,41.4908,5582.68
01/07/1979 (00:00),-125.536,41.5624,5582.68
01/07/1979 (00:00),-125.161,41.6325,5583.18
01/07/1979 (00:00),-124.785,41.7013,5583.18
01/07/1979 (00:00),-124.408,41.7687,5582.18
01/07/1979 (00:00),-124.031,41.8347,5581.68
01/07/1979 (00:00),-123.652,41.8992,5582.18
01/07/1979 (00:00),-123.273,41.9624,5581.68
01/07/1979 (00:00),-122.893,42.0241,5581.18
01/07/1979 (00:00),-122.512,42.0844,5579.68
01/07/1979 (00:00),-122.13,42.1432,5578.18
01/07/1979 (00:00),-121.747,42.2006,5576.68
01/07/1979 (00:00),-121.364,42.2566,5574.18
01/07/1979 (00:00),-120.979,42.3111,5571.18
01/07/1979 (00:00),-120.594,42.3641,5568.68
01/07/1979 (00:00),-120.209,42.4157,5566.18
01/07/1979 (00:00),-119.822,42.4659,5563.18
01/07/1979 (00:00),-119.435,42.5145,5559.68
01/07/1979 (00:00),-119.048,42.5617,5556.68
01/07/1979 (00:00),-118.659,42.6074,5553.68
01/07/1979 (00:00),-118.27,42.6516,5550.18
01/07/1979 (00:00),-117.88,42.6944,5546.68
01/07/1979 (00:00),-117.49,42.7356,5543.18
01/07/1979 (00:00),-117.099,42.7754,5538.68
01/07/1979 (00:00),-116.708,42.8136,5534.18
01/07/1979 (00:00),-116.316,42.8504,5529.18
01/07/1979 (00:00),-115.924,42.8856,5523.68
01/07/1979 (00:00),-115.531,42.9194,5517.18
01/07/1979 (00:00),-115.137,42.9516,5510.68
01/07/1979 (00:00),-114.743,42.9823,5504.18
01/07/1979 (00:00),-114.349,43.0115,5497.68
01/07/1979 (00:00),-113.954,43.0392,5490.68
01/07/1979 (00:00),-113.559,43.0653,5483.18
01/07/1979 (00:00),-113.164,43.09,5475.18
01/07/1979 (00:00),-112.768,43.113,5466.68
01/07/1979 (00:00),-127.87,41.3899,5573.68
01/07/1979 (00:00),-127.499,41.4688,5575.68
01/07/1979 (00:00),-127.127,41.5463,5577.68
01/07/1979 (00:00),-126.755,41.6224,5578.68
01/07/1979 (00:00),-126.381,41.6972,5579.68
01/07/1979 (00:00),-126.006,41.7705,5580.18
01/07/1979 (00:00),-125.631,41.8425,5580.68
01/07/1979 (00:00),-125.254,41.9131,5581.18
01/07/1979 (00:00),-124.877,41.9823,5581.18
01/07/1979 (00:00),-124.498,42.05,5580.68
01/07/1979 (00:00),-124.119,42.1164,5580.18
01/07/1979 (00:00),-123.738,42.1813,5580.18
01/07/1979 (00:00),-123.357,42.2448,5579.68
01/07/1979 (00:00),-122.975,42.3069,5578.68
01/07/1979 (00:00),-122.592,42.3675,5578.18
01/07/1979 (00:00),-122.209,42.4267,5577.18
01/07/1979 (00:00),-121.824,42.4844,5575.18
01/07/1979 (00:00),-121.439,42.5407,5573.18
01/07/1979 (00:00),-121.053,42.5956,5570.68
01/07/1979 (00:00),-120.666,42.6489,5568.18
01/07/1979 (00:00),-120.278,42.7008,5565.18
01/07/1979 (00:00),-119.89,42.7512,5562.18
01/07/1979 (00:00),-119.501,42.8002,5559.18
01/07/1979 (00:00),-119.111,42.8476,5556.18
01/07/1979 (00:00),-118.721,42.8936,5552.68
01/07/1979 (00:00),-118.33,42.9381,5549.18
01/07/1979 (00:00),-117.938,42.9811,5545.18
01/07/1979 (00:00),-117.546,43.0225,5541.18
01/07/1979 (00:00),-117.153,43.0625,5537.18
01/07/1979 (00:00),-116.759,43.101,5532.18
01/07/1979 (00:00),-116.365,43.138,5526.68
01/07/1979 (00:00),-115.971,43.1734,5521.18
01/07/1979 (00:00),-115.576,43.2074,5514.68
01/07/1979 (00:00),-115.18,43.2398,5507.68
01/07/1979 (00:00),-114.785,43.2707,5500.68
01/07/1979 (00:00),-114.388,43.3,5493.68
01/07/1979 (00:00),-113.991,43.3279,5486.18
01/07/1979 (00:00),-113.594,43.3542,5478.18
01/07/1979 (00:00),-113.197,43.379,5470.18
01/07/1979 (00:00),-112.799,43.4022,5461.18
01/07/1979 (00:00),-127.976,41.6676,5571.18
01/07/1979 (00:00),-127.604,41.7469,5573.18
01/07/1979 (00:00),-127.231,41.8249,5574.68
01/07/1979 (00:00),-126.856,41.9014,5576.18
01/07/1979 (00:00),-126.481,41.9766,5577.18
01/07/1979 (00:00),-126.104,42.0504,5578.18
01/07/1979 (00:00),-125.727,42.1228,5578.68
01/07/1979 (00:00),-125.348,42.1938,5578.68
01/07/1979 (00:00),-124.969,42.2633,5579.18
01/07/1979 (00:00),-124.589,42.3315,5579.18
01/07/1979 (00:00),-124.208,42.3982,5579.18
01/07/1979 (00:00),-123.825,42.4635,5578.68
01/07/1979 (00:00),-123.442,42.5274,5577.68
01/07/1979 (00:00),-123.059,42.5898,5577.18
01/07/1979 (00:00),-122.674,42.6508,5576.68
01/07/1979 (00:00),-122.288,42.7103,5576.18
01/07/1979 (00:00),-121.902,42.7684,5574.18
01/07/1979 (00:00),-121.514,42.825,5572.68
01/07/1979 (00:00),-121.126,42.8801,5570.18
01/07/1979 (00:00),-120.738,42.9338,5567.68
01/07/1979 (00:00),-120.348,42.986,5564.68
01/07/1979 (00:00),-119.958,43.0367,5562.18
01/07/1979 (00:00),-119.567,43.0859,5558.68
01/07/1979 (00:00),-119.175,43.1337,5555.18
01/07/1979 (00:00),-118.783,43.1799,5551.18
01/07/1979 (00:00),-118.39,43.2246,5547.68
01/07/1979 (00:00),-117.996,43.2679,5543.68
01/07/1979 (00:00),-117.602,43.3096,5539.68
01/07/1979 (00:00),-117.207,43.3498,5535.18
01/07/1979 (00:00),-116.811,43.3885,5529.68
01/07/1979 (00:00),-116.415,43.4257,5523.68
01/07/1979 (00:00),-116.019,43.4614,5517.68
01/07/1979 (00:00),-115.622,43.4955,5511.18
01/07/1979 (00:00),-115.224,43.5281,5503.68
01/07/1979 (00:00),-114.826,43.5592,5495.68
01/07/1979 (00:00),-114.428,43.5887,5488.18
01/07/1979 (00:00),-114.029,43.6167,5480.68
01/07/1979 (00:00),-113.63,43.6432,5472.18
01/07/1979 (00:00),-113.23,43.6681,5464.18
01/07/1979 (00:00),-112.83,43.6915,5455.68
01/07/1979 (00:00),-128.084,41.9454,5568.18
01/07/1979 (00:00),-127.71,42.0251,5570.68
01/07/1979 (00:00),-127.335,42.1035,5572.18
01/07/1979 (00:00),-126.959,42.1805,5573.68
01/07/1979 (00:00),-126.581,42.2561,5574.68
01/07/1979 (00:00),-126.203,42.3303,5576.18
01/07/1979 (00:00),-125.824,42.4031,5576.68
01/07/1979 (00:00),-125.444,42.4745,5577.18
01/07/1979 (00:00),-125.063,42.5445,5576.68
01/07/1979 (00:00),-124.681,42.613,5576.68
01/07/1979 (00:00),-124.297,42.6801,5576.68
01/07/1979 (00:00),-123.913,42.7458,5577.18
01/07/1979 (00:00),-123.529,42.81,5576.68
01/07/1979 (00:00),-123.143,42.8728,5575.68
01/07/1979 (00:00),-122.756,42.9341,5575.18
01/07/1979 (00:00),-122.369,42.994,5574.68
01/07/1979 (00:00),-121.98,43.0524,5573.68
01/07/1979 (00:00),-121.591,43.1094,5571.68
01/07/1979 (00:00),-121.201,43.1648,5569.68
01/07/1979 (00:00),-120.81,43.2188,5567.18
01/07/1979 (00:00),-120.419,43.2713,5564.68
01/07/1979 (00:00),-120.026,43.3223,5561.68
01/07/1979 (00:00),-119.633,43.3718,5557.68
01/07/1979 (00:00),-119.24,43.4198,5554.18
01/07/1979 (00:00),-118.845,43.4663,5550.18
01/07/1979 (00:00),-118.45,43.5113,5546.18
01/07/1979 (00:00),-118.055,43.5548,5541.68
01/07/1979 (00:00),-117.658,43.5968,5537.18
01/07/1979 (00:00),-117.261,43.6372,5532.18
01/07/1979 (00:00),-116.864,43.6762,5526.18
01/07/1979 (00:00),-116.466,43.7136,5520.68
01/07/1979 (00:00),-116.067,43.7494,5514.68
01/07/1979 (00:00),-115.668,43.7838,5507.18
01/07/1979 (00:00),-115.268,43.8166,5499.18
01/07/1979 (00:00),-114.868,43.8478,5490.18
01/07/1979 (00:00),-114.468,43.8775,5482.18
01/07/1979 (00:00),-114.067,43.9057,5474.18
01/07/1979 (00:00),-113.665,43.9323,5466.68
01/07/1979 (00:00),-113.263,43.9574,5458.18
01/07/1979 (00:00),-112.861,43.9809,5449.68
01/07/1979 (00:00),-128.193,42.2232,5565.18
01/07/1979 (00:00),-127.817,42.3034,5567.68
01/07/1979 (00:00),-127.44,42.3822,5569.68
01/07/1979 (00:00),-127.062,42.4597,5571.68
01/07/1979 (00:00),-126.683,42.5357,5572.68
01/07/1979 (00:00),-126.303,42.6103,5573.68
01/07/1979 (00:00),-125.922,42.6835,5574.68
01/07/1979 (00:00),-125.54,42.7553,5575.18
01/07/1979 (00:00),-125.157,42.8257,5575.18
01/07/1979 (00:00),-124.773,42.8946,5574.68
01/07/1979 (00:00),-124.388,42.9621,5574.68
01/07/1979 (00:00),-124.002,43.0282,5574.68
01/07/1979 (00:00),-123.616,43.0928,5574.68
01/07/1979 (00:00),-123.228,43.1559,5574.18
01/07/1979 (00:00),-122.839,43.2176,5573.68
01/07/1979 (00:00),-122.45,43.2778,5573.68
01/07/1979 (00:00),-122.06,43.3366,5572.68
01/07/1979 (00:00),-121.668,43.3938,5571.18
01/07/1979 (00:00),-121.276,43.4496,5569.18
01/07/1979 (00:00),-120.884,43.5039,5567.18
01/07/1979 (00:00),-120.49,43.5567,5564.18
01/07/1979 (00:00),-120.096,43.608,5560.68
01/07/1979 (00:00),-119.701,43.6578,5557.18
01/07/1979 (00:00),-119.305,43.7061,5553.18
01/07/1979 (00:00),-118.909,43.7529,5549.18
01/07/1979 (00:00),-118.512,43.7981,5544.68
01/07/1979 (00:00),-118.114,43.8419,5540.18
01/07/1979 (00:00),-117.715,43.8841,5535.18
01/07/1979 (00:00),-117.316,43.9248,5529.18
01/07/1979 (00:00),-116.917,43.964,5523.68
01/07/1979 (00:00),-116.517,44.0016,5517.68
01/07/1979 (00:00),-116.116,44.0377,5511.68
01/07/1979 (00:00),-115.715,44.0722,5504.18
01/07/1979 (00:00),-115.313,44.1052,5495.18
01/07/1979 (00:00),-114.911,44.1366,5486.18
01/07/1979 (00:00),-114.508,44.1665,5477.68
01/07/1979 (00:00),-114.105,44.1948,5469.18
01/07/1979 (00:00),-113.701,44.2216,5460.68
01/07/1979 (00:00),-113.297,44.2468,5452.18
