time,lon,lat,H500
01/01/1979 (09:00),-127.273,48.4554,5624.25
01/01/1979 (09:00),-126.848,48.5327,5621.25
01/01/1979 (09:00),-126.422,48.6085,5618.25
01/01/1979 (09:00),-125.995,48.6826,5614.25
01/01/1979 (09:00),-125.567,48.7551,5610.25
01/01/1979 (09:00),-125.137,48.826,5605.25
01/01/1979 (09:00),-124.706,48.8953,5600.25
01/01/1979 (09:00),-124.274,48.9629,5594.75
01/01/1979 (09:00),-123.84,49.0289,5589.25
01/01/1979 (09:00),-123.406,49.0933,5583.25
01/01/1979 (09:00),-122.97,49.156,5576.25
01/01/1979 (09:00),-122.533,49.217,5569.25
01/01/1979 (09:00),-122.096,49.2763,5562.25
01/01/1979 (09:00),-121.657,49.334,5553.75
01/01/1979 (09:00),-121.217,49.39,5545.75
01/01/1979 (09:00),-120.776,49.4443,5537.25
01/01/1979 (09:00),-120.334,49.4969,5528.75
01/01/1979 (09:00),-119.891,49.5479,5521.25
01/01/1979 (09:00),-119.447,49.5971,5513.75
01/01/1979 (09:00),-119.003,49.6446,5506.75
01/01/1979 (09:00),-118.557,49.6904,5500.75
01/01/1979 (09:00),-118.111,49.7344,5494.75
01/01/1979 (09:00),-117.664,49.7768,5489.75
01/01/1979 (09:00),-117.216,49.8174,5483.75
01/01/1979 (09:00),-116.768,49.8563,5478.75
01/01/1979 (09:00),-116.318,49.8934,5472.75
01/01/1979 (09:00),-115.868,49.9288,5466.75
01/01/1979 (09:00),-115.418,49.9625,5460.25
01/01/1979 (09:00),-114.966,49.9944,5452.75
01/01/1979 (09:00),-114.514,50.0246,5444.75
01/01/1979 (09:00),-114.062,50.053,5436.25
01/01/1979 (09:00),-113.609,50.0796,5427.25
01/01/1979 (09:00),-130.756,48.0573,5626.75
01/01/1979 (09:00),-130.34,48.1477,5626.75
01/01/1979 (09:00),-129.923,48.2365,5627.25
01/01/1979 (09:00),-129.505,48.3238,5627.25
01/01/1979 (09:00),-129.085,48.4095,5626.25
01/01/1979 (09:00),-128.664,48.4936,5625.75
01/01/1979 (09:00),-128.241,48.5762,5624.25
01/01/1979 (09:00),-127.817,48.6572,5622.25
01/01/1979 (09:00),-127.391,48.7365,5620.25
01/01/1979 (09:00),-126.965,48.8143,5617.25
01/01/1979 (09:00),-126.536,48.8905,5613.75
01/01/1979 (09:00),-126.107,48.9651,5610.25
01/01/1979 (09:00),-125.676,49.038,5606.25
01/01/1979 (09:00),-125.244,49.1093,5602.25
01/01/1979 (09:00),-124.811,49.179,5597.25
01/01/1979 (09:00),-124.376,49.2471,5591.75
01/01/1979 (09:00),-123.94,49.3134,5586.25
01/01/1979 (09:00),-123.503,49.3782,5580.25
01/01/1979 (09:00),-123.065,49.4412,5574.25
01/01/1979 (09:00),-122.626,49.5026,5566.75
01/01/1979 (09:00),-122.186,49.5623,5559.25
01/01/1979 (09:00),-121.744,49.6203,5551.75
01/01/1979 (09:00),-121.302,49.6767,5543.75
01/01/1979 (09:00),-120.859,49.7313,5535.25
01/01/1979 (09:00),-120.414,49.7842,5527.25
01/01/1979 (09:00),-119.969,49.8354,5519.25
01/01/1979 (09:00),-119.523,49.885,5512.25
01/01/1979 (09:00),-119.075,49.9327,5505.75
01/01/1979 (09:00),-118.627,49.9788,5499.25
01/01/1979 (09:00),-118.178,50.0231,5493.75
01/01/1979 (09:00),-117.729,50.0658,5488.75
01/01/1979 (09:00),-117.278,50.1066,5483.75
01/01/1979 (09:00),-116.827,50.1457,5478.25
01/01/1979 (09:00),-116.375,50.1831,5473.25
01/01/1979 (09:00),-115.922,50.2187,5467.75
01/01/1979 (09:00),-115.469,50.2526,5461.25
01/01/1979 (09:00),-115.015,50.2847,5454.25
01/01/1979 (09:00),-114.56,50.315,5446.25
01/01/1979 (09:00),-114.105,50.3436,5438.25
01/01/1979 (09:00),-113.65,50.3704,5428.75
01/01/1979 (09:00),-130.893,48.3344,5620.75
01/01/1979 (09:00),-130.475,48.4253,5621.25
01/01/1979 (09:00),-130.056,48.5146,5621.75
01/01/1979 (09:00),-129.636,48.6024,5621.75
01/01/1979 (09:00),-129.214,48.6886,5621.25
01/01/1979 (09:00),-128.79,48.7732,5620.75
01/01/1979 (09:00),-128.365,48.8563,5619.25
01/01/1979 (09:00),-127.939,48.9377,5617.25
01/01/1979 (09:00),-127.511,49.0176,5615.25
01/01/1979 (09:00),-127.082,49.0958,5612.75
01/01/1979 (09:00),-126.652,49.1725,5609.25
01/01/1979 (09:00),-126.22,49.2475,5606.25
01/01/1979 (09:00),-125.787,49.3208,5602.25
01/01/1979 (09:00),-125.352,49.3926,5598.25
01/01/1979 (09:00),-124.917,49.4627,5593.75
01/01/1979 (09:00),-124.48,49.5311,5588.75
01/01/1979 (09:00),-124.041,49.5979,5583.75
01/01/1979 (09:00),-123.602,49.663,5577.75
01/01/1979 (09:00),-123.162,49.7264,5571.25
01/01/1979 (09:00),-122.72,49.7881,5564.25
01/01/1979 (09:00),-122.277,49.8482,5557.25
01/01/1979 (09:00),-121.833,49.9066,5549.25
01/01/1979 (09:00),-121.388,49.9632,5541.75
01/01/1979 (09:00),-120.942,50.0182,5533.75
01/01/1979 (09:00),-120.495,50.0715,5525.75
01/01/1979 (09:00),-120.047,50.123,5517.75
01/01/1979 (09:00),-119.599,50.1728,5510.75
01/01/1979 (09:00),-119.149,50.2209,5504.25
01/01/1979 (09:00),-118.698,50.2672,5498.25
01/01/1979 (09:00),-118.246,50.3118,5492.75
01/01/1979 (09:00),-117.794,50.3547,5487.75
01/01/1979 (09:00),-117.341,50.3958,5482.75
01/01/1979 (09:00),-116.887,50.4351,5478.25
01/01/1979 (09:00),-116.432,50.4727,5473.25
01/01/1979 (09:00),-115.977,50.5086,5467.75
01/01/1979 (09:00),-115.521,50.5426,5461.75
01/01/1979 (09:00),-115.064,50.5749,5454.75
01/01/1979 (09:00),-114.607,50.6055,5447.75
01/01/1979 (09:00),-114.149,50.6342,5439.25
01/01/1979 (09:00),-113.69,50.6612,5430.25
01/01/1979 (09:00),-131.032,48.6114,5615.25
01/01/1979 (09:00),-130.612,48.7028,5616.25
01/01/1979 (09:00),-130.191,48.7927,5616.25
01/01/1979 (09:00),-129.768,48.8809,5616.75
01/01/1979 (09:00),-129.344,48.9676,5616.75
01/01/1979 (09:00),-128.918,49.0527,5615.75
01/01/1979 (09:00),-128.491,49.1363,5614.75
01/01/1979 (09:00),-128.063,49.2182,5612.75
01/01/1979 (09:00),-127.633,49.2985,5610.25
01/01/1979 (09:00),-127.201,49.3772,5608.25
01/01/1979 (09:00),-126.768,49.4543,5605.25
01/01/1979 (09:00),-126.334,49.5297,5602.25
01/01/1979 (09:00),-125.899,49.6035,5598.25
01/01/1979 (09:00),-125.462,49.6757,5594.25
01/01/1979 (09:00),-125.024,49.7462,5590.25
01/01/1979 (09:00),-124.584,49.815,5585.75
01/01/1979 (09:00),-124.144,49.8822,5580.25
01/01/1979 (09:00),-123.702,49.9477,5574.25
01/01/1979 (09:00),-123.259,50.0115,5568.25
01/01/1979 (09:00),-122.815,50.0736,5562.25
01/01/1979 (09:00),-122.369,50.134,5554.75
01/01/1979 (09:00),-121.923,50.1928,5547.25
01/01/1979 (09:00),-121.476,50.2498,5539.25
01/01/1979 (09:00),-121.027,50.3051,5531.25
01/01/1979 (09:00),-120.577,50.3586,5523.75
01/01/1979 (09:00),-120.127,50.4105,5515.75
01/01/1979 (09:00),-119.675,50.4606,5508.75
01/01/1979 (09:00),-119.223,50.5089,5502.25
01/01/1979 (09:00),-118.77,50.5556,5496.25
01/01/1979 (09:00),-118.315,50.6004,5491.25
01/01/1979 (09:00),-117.86,50.6435,5486.25
01/01/1979 (09:00),-117.404,50.6849,5481.75
01/01/1979 (09:00),-116.948,50.7245,5477.25
01/01/1979 (09:00),-116.49,50.7623,5472.75
01/01/1979 (09:00),-116.032,50.7984,5467.75
01/01/1979 (09:00),-115.573,50.8326,5461.75
01/01/1979 (09:00),-115.114,50.8651,5455.75
01/01/1979 (09:00),-114.654,50.8959,5448.75
01/01/1979 (09:00),-114.193,50.9248,5440.75
01/01/1979 (09:00),-113.732,50.9519,5432.25
01/01/1979 (09:00),-131.172,48.8883,5609.25
01/01/1979 (09:00),-130.75,48.9802,5610.25
01/01/1979 (09:00),-130.327,49.0706,5610.75
01/01/1979 (09:00),-129.902,49.1593,5611.25
01/01/1979 (09:00),-129.476,49.2465,5611.25
01/01/1979 (09:00),-129.048,49.3321,5610.75
01/01/1979 (09:00),-128.618,49.4162,5609.75
01/01/1979 (09:00),-128.187,49.4986,5608.25
01/01/1979 (09:00),-127.755,49.5793,5605.75
01/01/1979 (09:00),-127.321,49.6585,5603.25
01/01/1979 (09:00),-126.886,49.736,5600.75
01/01/1979 (09:00),-126.45,49.8119,5597.75
01/01/1979 (09:00),-126.012,49.8862,5594.75
01/01/1979 (09:00),-125.573,49.9587,5590.75
01/01/1979 (09:00),-125.132,50.0297,5586.75
01/01/1979 (09:00),-124.69,50.0989,5582.25
01/01/1979 (09:00),-124.247,50.1665,5577.25
01/01/1979 (09:00),-123.803,50.2323,5571.75
01/01/1979 (09:00),-123.358,50.2965,5565.75
01/01/1979 (09:00),-122.911,50.359,5559.25
01/01/1979 (09:00),-122.463,50.4198,5552.25
01/01/1979 (09:00),-122.014,50.4789,5544.75
01/01/1979 (09:00),-121.564,50.5362,5537.25
01/01/1979 (09:00),-121.113,50.5918,5529.25
01/01/1979 (09:00),-120.661,50.6457,5521.75
01/01/1979 (09:00),-120.207,50.6979,5513.75
01/01/1979 (09:00),-119.753,50.7483,5506.75
01/01/1979 (09:00),-119.298,50.7969,5500.25
01/01/1979 (09:00),-118.842,50.8438,5494.75
01/01/1979 (09:00),-118.385,50.889,5489.75
01/01/1979 (09:00),-117.927,50.9324,5485.25
01/01/1979 (09:00),-117.469,50.974,5480.75
01/01/1979 (09:00),-117.009,51.0138,5476.75
01/01/1979 (09:00),-116.549,51.0519,5472.75
01/01/1979 (09:00),-116.088,51.0881,5467.75
01/01/1979 (09:00),-115.626,51.1226,5462.75
01/01/1979 (09:00),-115.164,51.1553,5456.25
01/01/1979 (09:00),-114.701,51.1862,5449.75
01/01/1979 (09:00),-114.238,51.2153,5442.25
01/01/1979 (09:00),-113.774,51.2426,5434.25
01/01/1979 (09:00),-131.314,49.165,5603.75
01/01/1979 (09:00),-130.89,49.2574,5604.75
01/01/1979 (09:00),-130.464,49.3483,5605.75
01/01/1979 (09:00),-130.037,49.4376,5605.75
01/01/1979 (09:00),-129.609,49.5253,5605.75
01/01/1979 (09:00),-129.179,49.6114,5605.75
01/01/1979 (09:00),-128.747,49.6959,5604.75
01/01/1979 (09:00),-128.314,49.7788,5603.25
01/01/1979 (09:00),-127.879,49.86,5601.25
01/01/1979 (09:00),-127.443,49.9397,5598.75
01/01/1979 (09:00),-127.006,50.0176,5596.25
01/01/1979 (09:00),-126.567,50.094,5593.25
01/01/1979 (09:00),-126.127,50.1687,5590.25
01/01/1979 (09:00),-125.685,50.2417,5587.25
01/01/1979 (09:00),-125.242,50.313,5582.75
01/01/1979 (09:00),-124.798,50.3827,5578.25
01/01/1979 (09:00),-124.352,50.4506,5573.25
01/01/1979 (09:00),-123.905,50.5169,5567.75
01/01/1979 (09:00),-123.457,50.5815,5562.25
01/01/1979 (09:00),-123.008,50.6443,5555.75
01/01/1979 (09:00),-122.558,50.7055,5549.25
01/01/1979 (09:00),-122.106,50.7649,5542.25
01/01/1979 (09:00),-121.653,50.8226,5534.75
01/01/1979 (09:00),-121.2,50.8785,5527.25
01/01/1979 (09:00),-120.745,50.9327,5519.25
01/01/1979 (09:00),-120.289,50.9852,5512.25
01/01/1979 (09:00),-119.832,51.0359,5505.25
01/01/1979 (09:00),-119.374,51.0849,5498.75
01/01/1979 (09:00),-118.915,51.1321,5493.25
01/01/1979 (09:00),-118.456,51.1775,5488.25
01/01/1979 (09:00),-117.995,51.2211,5484.25
01/01/1979 (09:00),-117.534,51.263,5480.25
01/01/1979 (09:00),-117.071,51.3031,5475.75
01/01/1979 (09:00),-116.608,51.3413,5472.25
01/01/1979 (09:00),-116.145,51.3778,5467.75
01/01/1979 (09:00),-115.68,51.4125,5462.75
01/01/1979 (09:00),-115.215,51.4454,5457.25
01/01/1979 (09:00),-114.749,51.4765,5451.25
01/01/1979 (09:00),-114.283,51.5058,5444.25
01/01/1979 (09:00),-113.816,51.5333,5436.25
01/01/1979 (09:00),-131.457,49.4415,5597.75
01/01/1979 (09:00),-131.031,49.5345,5598.75
01/01/1979 (09:00),-130.603,49.6259,5599.75
01/01/1979 (09:00),-130.174,49.7157,5600.25
01/01/1979 (09:00),-129.743,49.8039,5600.75
01/01/1979 (09:00),-129.311,49.8905,5600.75
01/01/1979 (09:00),-128.877,49.9755,5599.75
01/01/1979 (09:00),-128.442,50.0589,5598.25
01/01/1979 (09:00),-128.005,50.1406,5596.25
01/01/1979 (09:00),-127.566,50.2207,5593.75
01/01/1979 (09:00),-127.126,50.2991,5591.75
01/01/1979 (09:00),-126.685,50.3759,5589.25
01/01/1979 (09:00),-126.243,50.451,5586.25
01/01/1979 (09:00),-125.798,50.5245,5582.75
01/01/1979 (09:00),-125.353,50.5962,5578.75
01/01/1979 (09:00),-124.906,50.6663,5574.25
01/01/1979 (09:00),-124.458,50.7347,5569.25
01/01/1979 (09:00),-124.009,50.8013,5563.75
01/01/1979 (09:00),-123.558,50.8663,5558.75
01/01/1979 (09:00),-123.106,50.9295,5552.75
01/01/1979 (09:00),-122.653,50.991,5546.25
01/01/1979 (09:00),-122.199,51.0508,5539.75
01/01/1979 (09:00),-121.744,51.1089,5532.25
01/01/1979 (09:00),-121.287,51.1651,5525.25
01/01/1979 (09:00),-120.83,51.2197,5517.75
01/01/1979 (09:00),-120.371,51.2725,5510.25
01/01/1979 (09:00),-119.912,51.3235,5503.25
01/01/1979 (09:00),-119.451,51.3727,5497.25
01/01/1979 (09:00),-118.99,51.4202,5491.75
01/01/1979 (09:00),-118.527,51.4659,5487.25
01/01/1979 (09:00),-118.064,51.5098,5482.75
01/01/1979 (09:00),-117.6,51.5519,5479.25
01/01/1979 (09:00),-117.135,51.5922,5475.25
01/01/1979 (09:00),-116.669,51.6308,5471.25
01/01/1979 (09:00),-116.202,51.6675,5467.25
01/01/1979 (09:00),-115.735,51.7024,5462.75
01/01/1979 (09:00),-115.267,51.7355,5457.75
01/01/1979 (09:00),-114.798,51.7668,5452.25
01/01/1979 (09:00),-114.329,51.7962,5445.25
01/01/1979 (09:00),-113.859,51.8238,5437.75
01/01/1979 (09:00),-131.602,49.7179,5591.75
01/01/1979 (09:00),-131.174,49.8114,5592.75
01/01/1979 (09:00),-130.744,49.9033,5593.75
01/01/1979 (09:00),-130.313,49.9937,5594.75
01/01/1979 (09:00),-129.88,50.0824,5594.75
01/01/1979 (09:00),-129.445,50.1695,5595.25
01/01/1979 (09:00),-129.009,50.255,5594.75
01/01/1979 (09:00),-128.571,50.3388,5593.25
01/01/1979 (09:00),-128.132,50.421,5591.25
01/01/1979 (09:00),-127.691,50.5016,5589.75
01/01/1979 (09:00),-127.249,50.5805,5587.25
01/01/1979 (09:00),-126.805,50.6577,5584.75
01/01/1979 (09:00),-126.36,50.7333,5581.75
01/01/1979 (09:00),-125.913,50.8072,5578.25
01/01/1979 (09:00),-125.465,50.8794,5574.25
01/01/1979 (09:00),-125.016,50.9498,5569.75
01/01/1979 (09:00),-124.566,51.0186,5565.25
01/01/1979 (09:00),-124.114,51.0857,5560.25
01/01/1979 (09:00),-123.66,51.151,5555.25
01/01/1979 (09:00),-123.206,51.2146,5549.25
01/01/1979 (09:00),-122.75,51.2765,5543.25
01/01/1979 (09:00),-122.293,51.3367,5536.75
01/01/1979 (09:00),-121.835,51.395,5530.25
01/01/1979 (09:00),-121.376,51.4517,5523.25
01/01/1979 (09:00),-120.916,51.5065,5515.75
01/01/1979 (09:00),-120.455,51.5596,5508.75
01/01/1979 (09:00),-119.992,51.611,5501.75
01/01/1979 (09:00),-119.529,51.6605,5495.75
01/01/1979 (09:00),-119.065,51.7083,5490.25
01/01/1979 (09:00),-118.599,51.7542,5485.75
01/01/1979 (09:00),-118.133,51.7984,5481.75
01/01/1979 (09:00),-117.666,51.8408,5478.25
01/01/1979 (09:00),-117.198,51.8814,5474.25
01/01/1979 (09:00),-116.73,51.9201,5470.75
01/01/1979 (09:00),-116.26,51.9571,5466.75
01/01/1979 (09:00),-115.79,51.9922,5462.75
01/01/1979 (09:00),-115.319,52.0255,5458.25
01/01/1979 (09:00),-114.848,52.0569,5452.75
01/01/1979 (09:00),-114.375,52.0866,5446.75
01/01/1979 (09:00),-113.903,52.1144,5439.25
01/01/1979 (12:00),-126.956,38.895,5731.16
01/01/1979 (12:00),-126.6,38.97,5731.16
01/01/1979 (12:00),-126.243,39.0436,5731.16
01/01/1979 (12:00),-125.885,39.116,5730.66
01/01/1979 (12:00),-125.527,39.187,5728.66
01/01/1979 (12:00),-125.167,39.2568,5726.66
01/01/1979 (12:00),-124.807,39.3252,5724.16
01/01/1979 (12:00),-124.446,39.3922,5721.66
01/01/1979 (12:00),-124.084,39.458,5718.66
01/01/1979 (12:00),-123.721,39.5224,5714.66
01/01/1979 (12:00),-123.357,39.5854,5710.66
01/01/1979 (12:00),-122.993,39.6471,5706.66
01/01/1979 (12:00),-122.627,39.7074,5701.66
01/01/1979 (12:00),-122.261,39.7663,5696.16
01/01/1979 (12:00),-121.895,39.8239,5690.66
01/01/1979 (12:00),-121.527,39.8801,5685.66
01/01/1979 (12:00),-121.159,39.935,5681.16
01/01/1979 (12:00),-120.79,39.9884,5674.16
01/01/1979 (12:00),-120.421,40.0405,5666.66
01/01/1979 (12:00),-120.05,40.0912,5658.16
01/01/1979 (12:00),-119.68,40.1404,5650.16
01/01/1979 (12:00),-119.308,40.1883,5641.16
01/01/1979 (12:00),-118.936,40.2348,5632.16
01/01/1979 (12:00),-118.563,40.2798,5622.16
01/01/1979 (12:00),-118.19,40.3234,5611.16
01/01/1979 (12:00),-117.816,40.3657,5599.66
01/01/1979 (12:00),-117.442,40.4065,5587.66
01/01/1979 (12:00),-117.067,40.4458,5575.16
01/01/1979 (12:00),-116.691,40.4838,5562.16
01/01/1979 (12:00),-116.315,40.5203,5548.66
01/01/1979 (12:00),-115.939,40.5554,5536.16
01/01/1979 (12:00),-115.562,40.589,5524.66
01/01/1979 (12:00),-115.185,40.6212,5513.16
01/01/1979 (12:00),-114.807,40.652,5501.66
01/01/1979 (12:00),-114.429,40.6813,5489.66
01/01/1979 (12:00),-114.051,40.7092,5477.16
01/01/1979 (12:00),-113.672,40.7356,5466.16
01/01/1979 (12:00),-113.293,40.7605,5456.66
01/01/1979 (12:00),-112.913,40.784,5447.66
01/01/1979 (12:00),-112.533,40.8061,5437.16
01/01/1979 (12:00),-127.054,39.1717,5729.16
01/01/1979 (12:00),-126.696,39.2471,5729.16
01/01/1979 (12:00),-126.338,39.3212,5729.16
01/01/1979 (12:00),-125.978,39.394,5728.16
01/01/1979 (12:00),-125.618,39.4654,5726.16
01/01/1979 (12:00),-125.257,39.5356,5724.16
01/01/1979 (12:00),-124.895,39.6044,5722.16
01/01/1979 (12:00),-124.532,39.6718,5719.16
01/01/1979 (12:00),-124.168,39.7379,5715.66
01/01/1979 (12:00),-123.804,39.8027,5712.16
01/01/1979 (12:00),-123.438,39.866,5708.16
01/01/1979 (12:00),-123.072,39.9281,5704.16
01/01/1979 (12:00),-122.705,39.9887,5698.66
01/01/1979 (12:00),-122.338,40.048,5693.16
01/01/1979 (12:00),-121.969,40.106,5688.16
01/01/1979 (12:00),-121.6,40.1625,5683.66
01/01/1979 (12:00),-121.23,40.2176,5678.16
01/01/1979 (12:00),-120.859,40.2714,5671.16
01/01/1979 (12:00),-120.488,40.3238,5664.16
01/01/1979 (12:00),-120.116,40.3747,5655.16
01/01/1979 (12:00),-119.743,40.4243,5646.66
01/01/1979 (12:00),-119.37,40.4724,5637.66
01/01/1979 (12:00),-118.996,40.5191,5628.66
01/01/1979 (12:00),-118.622,40.5645,5618.16
01/01/1979 (12:00),-118.247,40.6084,5606.66
01/01/1979 (12:00),-117.871,40.6508,5595.16
01/01/1979 (12:00),-117.495,40.6919,5582.66
01/01/1979 (12:00),-117.118,40.7315,5569.66
01/01/1979 (12:00),-116.741,40.7696,5556.66
01/01/1979 (12:00),-116.363,40.8064,5544.16
01/01/1979 (12:00),-115.984,40.8416,5531.16
01/01/1979 (12:00),-115.606,40.8755,5520.16
01/01/1979 (12:00),-115.227,40.9079,5509.16
01/01/1979 (12:00),-114.847,40.9388,5498.16
01/01/1979 (12:00),-114.467,40.9683,5487.16
01/01/1979 (12:00),-114.087,40.9963,5475.16
01/01/1979 (12:00),-113.706,41.0229,5463.66
01/01/1979 (12:00),-113.325,41.048,5453.66
01/01/1979 (12:00),-112.943,41.0716,5444.16
01/01/1979 (12:00),-112.561,41.0938,5434.66
01/01/1979 (12:00),-127.152,39.4486,5727.16
01/01/1979 (12:00),-126.793,39.5244,5727.16
01/01/1979 (12:00),-126.433,39.5989,5726.16
01/01/1979 (12:00),-126.072,39.6721,5725.16
01/01/1979 (12:00),-125.71,39.744,5724.16
01/01/1979 (12:00),-125.347,39.8145,5722.16
01/01/1979 (12:00),-124.984,39.8837,5719.16
01/01/1979 (12:00),-124.619,39.9515,5716.66
01/01/1979 (12:00),-124.254,40.018,5713.16
01/01/1979 (12:00),-123.888,40.0831,5709.16
01/01/1979 (12:00),-123.521,40.1469,5705.16
01/01/1979 (12:00),-123.153,40.2093,5701.16
01/01/1979 (12:00),-122.784,40.2703,5696.16
01/01/1979 (12:00),-122.415,40.3299,5690.16
01/01/1979 (12:00),-122.044,40.3881,5685.16
01/01/1979 (12:00),-121.673,40.445,5681.16
01/01/1979 (12:00),-121.302,40.5005,5675.66
01/01/1979 (12:00),-120.929,40.5545,5669.16
01/01/1979 (12:00),-120.556,40.6072,5661.16
01/01/1979 (12:00),-120.182,40.6585,5652.66
01/01/1979 (12:00),-119.808,40.7083,5644.16
01/01/1979 (12:00),-119.433,40.7567,5635.16
01/01/1979 (12:00),-119.057,40.8037,5624.66
01/01/1979 (12:00),-118.681,40.8493,5613.16
01/01/1979 (12:00),-118.304,40.8934,5602.16
01/01/1979 (12:00),-117.926,40.9361,5589.66
01/01/1979 (12:00),-117.548,40.9774,5577.66
01/01/1979 (12:00),-117.169,41.0173,5565.16
01/01/1979 (12:00),-116.79,41.0556,5552.16
01/01/1979 (12:00),-116.411,41.0926,5539.66
01/01/1979 (12:00),-116.03,41.1281,5527.66
01/01/1979 (12:00),-115.65,41.1621,5516.66
01/01/1979 (12:00),-115.269,41.1947,5505.16
01/01/1979 (12:00),-114.887,41.2258,5494.66
01/01/1979 (12:00),-114.505,41.2555,5484.66
01/01/1979 (12:00),-114.123,41.2837,5473.66
01/01/1979 (12:00),-113.74,41.3104,5462.16
01/01/1979 (12:00),-113.357,41.3356,5451.66
01/01/1979 (12:00),-112.974,41.3594,5442.16
01/01/1979 (12:00),-112.59,41.3817,5432.66
01/01/1979 (12:00),-127.252,39.7256,5725.16
01/01/1979 (12:00),-126.891,39.8019,5724.66
01/01/1979 (12:00),-126.529,39.8768,5724.16
01/01/1979 (12:00),-126.167,39.9504,5722.66
01/01/1979 (12:00),-125.803,40.0227,5721.16
01/01/1979 (12:00),-125.439,40.0936,5719.66
01/01/1979 (12:00),-125.073,40.1632,5716.66
01/01/1979 (12:00),-124.707,40.2314,5714.16
01/01/1979 (12:00),-124.34,40.2982,5710.66
01/01/1979 (12:00),-123.972,40.3637,5706.66
01/01/1979 (12:00),-123.603,40.4278,5702.66
01/01/1979 (12:00),-123.234,40.4906,5698.16
01/01/1979 (12:00),-122.863,40.5519,5693.16
01/01/1979 (12:00),-122.492,40.6119,5687.66
01/01/1979 (12:00),-122.12,40.6705,5683.16
01/01/1979 (12:00),-121.748,40.7277,5678.16
01/01/1979 (12:00),-121.374,40.7835,5672.16
01/01/1979 (12:00),-121,40.8378,5665.66
01/01/1979 (12:00),-120.625,40.8908,5658.66
01/01/1979 (12:00),-120.249,40.9424,5650.16
01/01/1979 (12:00),-119.873,40.9925,5641.66
01/01/1979 (12:00),-119.496,41.0412,5632.16
01/01/1979 (12:00),-119.118,41.0885,5621.16
01/01/1979 (12:00),-118.74,41.1343,5609.66
01/01/1979 (12:00),-118.361,41.1787,5597.66
01/01/1979 (12:00),-117.982,41.2217,5585.66
01/01/1979 (12:00),-117.602,41.2632,5573.66
01/01/1979 (12:00),-117.221,41.3032,5561.16
01/01/1979 (12:00),-116.84,41.3419,5548.16
01/01/1979 (12:00),-116.459,41.379,5536.66
01/01/1979 (12:00),-116.077,41.4147,5525.66
01/01/1979 (12:00),-115.694,41.4489,5513.66
01/01/1979 (12:00),-115.311,41.4817,5503.16
01/01/1979 (12:00),-114.928,41.513,5492.66
01/01/1979 (12:00),-114.544,41.5428,5482.16
01/01/1979 (12:00),-114.16,41.5712,5472.16
01/01/1979 (12:00),-113.775,41.5981,5462.66
01/01/1979 (12:00),-113.39,41.6235,5451.16
01/01/1979 (12:00),-113.005,41.6474,5440.16
01/01/1979 (12:00),-112.619,41.6698,5431.66
01/01/1979 (12:00),-127.352,40.0028,5722.16
01/01/1979 (12:00),-126.99,40.0794,5722.16
01/01/1979 (12:00),-126.627,40.1548,5721.16
01/01/1979 (12:00),-126.262,40.2288,5720.66
01/01/1979 (12:00),-125.897,40.3015,5718.66
01/01/1979 (12:00),-125.531,40.3728,5716.66
01/01/1979 (12:00),-125.164,40.4428,5714.16
01/01/1979 (12:00),-124.796,40.5114,5711.16
01/01/1979 (12:00),-124.427,40.5786,5707.66
01/01/1979 (12:00),-124.058,40.6445,5704.16
01/01/1979 (12:00),-123.687,40.7089,5700.16
01/01/1979 (12:00),-123.316,40.772,5695.66
01/01/1979 (12:00),-122.944,40.8338,5691.16
01/01/1979 (12:00),-122.571,40.8941,5686.16
01/01/1979 (12:00),-122.197,40.953,5681.16
01/01/1979 (12:00),-121.822,41.0105,5675.16
01/01/1979 (12:00),-121.447,41.0666,5669.16
01/01/1979 (12:00),-121.071,41.1213,5662.66
01/01/1979 (12:00),-120.694,41.1746,5655.66
01/01/1979 (12:00),-120.317,41.2264,5647.66
01/01/1979 (12:00),-119.939,41.2768,5638.66
01/01/1979 (12:00),-119.56,41.3258,5629.16
01/01/1979 (12:00),-119.181,41.3734,5618.66
01/01/1979 (12:00),-118.8,41.4195,5607.16
01/01/1979 (12:00),-118.42,41.4641,5594.16
01/01/1979 (12:00),-118.038,41.5073,5582.66
01/01/1979 (12:00),-117.657,41.5491,5570.66
01/01/1979 (12:00),-117.274,41.5894,5558.16
01/01/1979 (12:00),-116.891,41.6282,5545.16
01/01/1979 (12:00),-116.508,41.6656,5532.66
01/01/1979 (12:00),-116.124,41.7015,5522.66
01/01/1979 (12:00),-115.739,41.7359,5512.16
01/01/1979 (12:00),-115.354,41.7689,5501.66
01/01/1979 (12:00),-114.969,41.8004,5491.16
01/01/1979 (12:00),-114.583,41.8304,5480.66
01/01/1979 (12:00),-114.197,41.8589,5470.66
01/01/1979 (12:00),-113.81,41.8859,5460.66
01/01/1979 (12:00),-113.423,41.9115,5452.16
01/01/1979 (12:00),-113.036,41.9356,5440.66
01/01/1979 (12:00),-112.648,41.9581,5430.66
01/01/1979 (12:00),-127.454,40.28,5719.66
01/01/1979 (12:00),-127.09,40.3571,5719.16
01/01/1979 (12:00),-126.725,40.4329,5718.66
01/01/1979 (12:00),-126.359,40.5073,5717.66
01/01/1979 (12:00),-125.992,40.5804,5716.16
01/01/1979 (12:00),-125.624,40.6521,5713.66
01/01/1979 (12:00),-125.256,40.7225,5711.16
01/01/1979 (12:00),-124.886,40.7915,5708.16
